provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hgbrd_f	Hgbl10_f	Hgbl10_c	Hgbg12_f	Hgbg12_c	hgbl10_u	hgbl10_s	hgbg12_u	hgbg12_s	dateurhg	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
332607	02	CHINATOWN DIALYSIS CENTER INC	213 HESTER ST.	2ND FLOOR	NEW YORK	NY	10013	2129250404	Y	N	INDEPENDENT	1	31JUL2000	36	Y	N	N		100	001	97	97		3	001	7	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NEW YORK
332608	02	ORCHARD PARK DIALYSIS CENTER	3801 TAYLOR ROAD		ORCHARD PARK	NY	14127	7162097200	Y	Y	DAVITA	1	26JUL2000	24	Y	Y	N		100	001	97	97		4	001	2	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ERIE
332610	02	WEST NASSAU DIALYSIS CTR, INC	75 ROCKAWAY AVENUE		VALLEY STREAM	NY	11580	5168234444	N	N	INDEPENDENT	1	20OCT2000	24	Y	N	N		96	001	97	97		1	001	27	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NASSAU
332612	02	FMS-MORRIS PARK	1325 MORRIS PARK AVENUE		BRONX	NY	10461	7185972255	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01NOV2000	24	Y	Y	N		100	001	97	97		9	001	23	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	BRONX
332613	02	FMS-EASTCHESTER	1695 EASTCHESTER ROAD, FOURTH FLOOR		BRONX	NY	10461	7187920470	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	19JAN2001	27	Y	Y	N		98	001	97	97		3	001	10	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	BRONX
332614	02	YORKTOWN AKC	2649 STRANG BOULEVARD	DIALYSIS CLINICS, INC	YORKTOWN HEIGHTS	NY	10598	9149624005	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	06OCT2000	16	Y	N	N		96	001	97	97		4	001	8	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	WESTCHESTER
332615	02	CENTRAL NY DIALYSIS CENTER	910 ERIE BOULEVARD EAST		SYRACUSE	NY	13210	3154108040	N	Y	DAVITA	1	20DEC2000	31	Y	Y	Y		93	001	97	97		5	001	9	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ONONDAGA
332616	02	DIALYSIS CLINIC, INC EXTENSION-VALHALLA	WESTCHESTER MEDICAL CENTER	95 GRASSLANDS ROAD - MACY PAVILION 240	VALHALLA	NY	10595	9144931160	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	01DEC2000	8	Y	N	N			199	97	97			199		199	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	WESTCHESTER
332617	02	DIALYSIS CLINIC INC, BRADHURST	19 BRADHURST AVENUE		HAWTHORNE	NY	10532	9145924366	Y	Y	DIALYSIS CLINIC, INC. (DCI)	2	01DEC2000	24	Y	Y	Y		98	001	97	97		0	001	4	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	WESTCHESTER
332619	02	PELHAM PARKWAY DIALYSIS CENTER	1400 PELHAM PARKWAY SOUTH	BLDG 5 DIALYSIS CENTER	BRONX	NY	10461	7184091909	N	N	INDEPENDENT	1	03AUG2001	25	Y	Y	Y		94	001	97	97		4	001	10	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	BRONX
332620	02	NEW HYDE PARK DIALYSIS CENTER	1574 HILLSIDE AVENUE	DIALYSIS CENTER	NEW HYDE PARK	NY	11040	5163275555	Y	N	INDEPENDENT	1	06AUG2001	24	Y	Y	Y		98	001	97	97		1	001	32	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NASSAU
332621	02	COLUMBIA UNIV DIALYSIS CENTERS, INC	60 HAVEN AVENUE	SUITES B3 & B4	NEW YORK	NY	10032	2129289071	N	Y	DAVITA	1	07NOV2001	24	Y	Y	Y		100	001	97	97		3	001	13	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	NEW YORK
332622	02	NEW YORK AKC, INC	2651 EAST 14TH STREET		BROOKLYN	NY	11235	7187694100	N	N	INDEPENDENT	1	27MAR2002	24	Y	N	N		96	001	97	97		7	001	12	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	KINGS
332625	02	CAROL MOLINARO DIALYSIS CENTER	800 CASTLETON AVENUE		STATEN ISLAND	NY	10310	7188166455	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	19JUL2002	16	Y	N	N		94	001	97	97		8	001	18	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	RICHMOND
332626	02	STRONG HEALTH DIALYSIS-BRIGHTON	2613 WEST HENRIETTA ROAD		ROCHESTER	NY	14623	5852737600	Y	Y	REGIONAL-RENAL RESEARCH INSTITUTE	1	30MAY2002	36	Y	Y	Y		96	001	97	97		7	001	4	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	MONROE
332629	02	STRONG HEALTH DIALYSIS-CLINTON CROSSINGS	2400 SOUTH CLINTON AVENUE	BUILDING F	ROCHESTER	NY	14618	5854610770	Y	Y	REGIONAL-RENAL RESEARCH INSTITUTE	1	30MAY2002	30	Y	N	N		96	001	97	97		3	001	2	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	MONROE
332630	02	FMS-LIVING CENTER	500 HAHNEMANN TRAIL		PITTSFORD	NY	14534	5853893080	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	30MAY2002	4	Y	N	N		100	001	97	97		0	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	MONROE
332631	02	FMS-FINGER LAKES	6385 VICTOR MANCHESTER ROAD		VICTOR	NY	14564	5857421370	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	30MAY2002	12	Y	N	N		96	001	97	97		0	001	4	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ONTARIO
332632	02	HORTENSE AND LOUIS RUBIN DIALYSIS CTR INC	21 CROSSING BOULEVARD		CLIFTON PARK	NY	12065	5188316700	Y	N	INDEPENDENT	2	16APR2003	20	Y	Y	Y		95	001	97	97		1	001	13	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	SARATOGA
332633	02	DUTCHESS DIALYSIS CENTER	2585 SOUTH ROAD		POUGHKEEPSIE	NY	12601	8454716300	Y	Y	REGIONAL-RENAL RESEARCH INSTITUTE	1	01JUL2002	24	Y	Y	N		92	001	97	97		7	001	8	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	DUTCHESS
332634	02	WOODMERE DIALYSIS LLC	REHABILITATION AND HEALTH CARE CENTER	121 FRANKLIN PLACE	WOODMERE	NY	11598	5167915277	Y	N	INDEPENDENT	1	11JUN2003	7	Y	N	N		100	001	97	97		13	001	2	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	NASSAU
332635	02	MIDWOOD CHAYIM ARUCHIM DIALYSIS SITE II	1408 OCEAN AVENUE	2ND FLOOR	BROOKLYN	NY	11230	7186777600	Y	N	INDEPENDENT	1	24JUN2003	20	Y	N	N		92	001	97	97		6	001	4	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	KINGS
332636	02	ATLANTIC HEMODIALYSIS AT COBBLE HILL NURSING HOME	380 HENRY STREET		BROOKLYN	NY	11201	7186254385	N	Y	REGIONAL-NEW YORK DIALYSIS SERVICES	1	05NOV2002	5	Y	N	N		100	001	97	97		10	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	KINGS
332637	02	DCI NARROWS KIDNEY CENTER	6520  FORT HAMILTON PARKWAY		BROOKLYN	NY	11219	7188368444	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	27AUG2003	19	Y	N	N		98	001	97	97		3	001	3	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	KINGS
332638	02	ISLAND REHABILITATIVE SERVICES-CLOVE LAKES EXTENSION	25 FANNING STREET		STATEN ISLAND	NY	10314	3476718399	N	N	INDEPENDENT	1	07NOV2003	4	Y	N	N		100	001	97	97		28	001	11	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	RICHMOND
332639	02	IHS QUEENS DIALYSIS	71-12 PARK AVENUE		FLUSHING	NY	11365	7185914010	N	N	INDEPENDENT	1	22DEC2003	25	Y	N	Y		97	001	97	97		6	001	11	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	QUEENS
332640	02	BRONX RIVER NEPHRO CARE-JEWISH HOME & HOSP LIFE CARE SYS	100 WEST KINGSBRIDGE ROAD		BRONX	NY	10468	7184101374	N	N	INDEPENDENT	1	02FEB2004	6	Y	N	N		97	001	97	97		15	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	BRONX
332641	02	COLUMBIA-GREENE DIALYSIS (CATSKILL DIVISION)	159 JEFFERSON HEIGHTS	GREENE MEDICAL ARTS BLDG	CATSKILL	NY	12414	5189431404	N	N	INDEPENDENT	1	01MAY2004	24	Y	Y	N		90	001	97	97		7	001	13	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	GREENE
332642	02	GRAND CONCOURSE DIALYSIS FACILITY	1780 GRAND CONCOURSE		BRONX	NY	10457	7185831800	Y	N	INDEPENDENT	1	28JUN2004	24	Y	N	N		98	001	97	97		9	001	2	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	BRONX
332644	02	GATEWAY DIALYSIS CENTER	1170 EAST 98TH STREET		BROOKLYN	NY	11236	7182232100	Y	N	INDEPENDENT	1	08SEP2004	20	Y	N	N		100	001	97	97		2	001	0	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	KINGS
332645	02	KINGS HARBOR HEALTH SERVICES LLC	2020 EAST GUN HILL ROAD		BRONX	NY	10469	7183201335	N	N	INDEPENDENT	1	24SEP2004	8	Y	N	N		100	001	97	97		2	001	18	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	BRONX
332646	02	CENTRAL BROOKLYN DIALYSIS CENTER LLC	818 STERLING PLACE		BROOKLYN	NY	11216	7187356660	N	N	INDEPENDENT	1	28JAN2005	30	Y	N	N		90	001	97	97		7	001	13	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	KINGS
332647	02	BROADWAY DIALYSIS CENTER AT  ELMHURST HOSPITAL CENTER	79-01 BROADWAY D-7 WING		FLUSHING	NY	11373	7182057772	Y	N	INDEPENDENT	1	05JUL2005	25	Y	Y	N		100	001	97	97		4	001	20	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	QUEENS
332648	02	DAUGHTERS OF JACOB (DOJ) DIALYSIS CTR	1160 TELLER AVENUE	DIALYSIS UNIT	BRONX	NY	10456	7182931500	N	N	INDEPENDENT	2	29JUN2005	12	Y	N	N		94	001	97	97		21	001	4	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	BRONX
332649	02	CLEVE HILL DIALYSIS CENTER	1461 KENSINGTON AVENUE		BUFFALO	NY	14215	7168318892	N	Y	DAVITA	2	01AUG2005	24	Y	Y	Y		94	001	97	97		5	001	4	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ERIE
332650	02	CRD ASSOCIATES LLC  CLIFFSIDE NURSING HOME	119-19 GRAHAM COURT	ATT: DIALYSIS CENTER	FLUSHING	NY	11354	7188860700	Y	N	INDEPENDENT	1	21DEC2005	6	Y	N	N		100	001	97	97		22	001	0	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	QUEENS
332651	02	CELIA DILL DIALYSIS CENTER	667 STONE LEIGH AVENUE	SUITE 123	CARMEL	NY	10512	8452784150	N	Y	DAVITA	1	01OCT2005	17	Y	N	N		97	001	97	97		2	001	3	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	PUTNAM
332652	02	ASTORIA DIALYSIS CENTER	34-01 35TH AVENUE		ASTORIA	NY	11106	7187079988	N	N	INDEPENDENT	1	02JUN2006	24	Y	N	Y		100	001	97	97		5	001	8	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	QUEENS
332653	02	RENAL CARE OF NORTHERN NEW YORK, LLC	19328 WASHINGTON STREET	SUITE 11	WATERTOWN	NY	13601	3157792140	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	22FEB2007	24	Y	Y	Y		95	001	97	97		2	001	17	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	JEFFERSON
332654	02	VESTAL HEALTHCARE, LLC	116 NORTH JENSEN ROAD		VESTAL	NY	13850	6077981916	N	N	INDEPENDENT	1	09MAR2007	24	Y	Y	N		96	001	97	97		4	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	BROOME
332655	02	SUFFOLK KIDNEY CENTER	30 CENTRAL AVENUE		HAUPPAUGE	NY	11788	6317616605	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	03AUG2007	16	Y	N	N		100	001	97	97		16	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	SUFFOLK
332656	02	EASTCHESTER ROAD DIALYSIS CENTER	LIBERTY R.C. INC.	1515 JARRETT PLACE	BRONX	NY	10461	7188224940	N	Y	DAVITA	1	20NOV2007	12	Y	Y	N		100	001	97	97		2	001	21	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	BRONX
332657	02	CARILLON DIALYSIS LLC	830 PARK AVENUE		HUNTINGTON	NY	11743	6316300398	N	N	INDEPENDENT	1	05SEP2007	8	Y	N	N		95	001	97	97		2	001	2	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	SUFFOLK
332658	02	EAST END DIALYSIS MANAGEMENT LLC	762 HARRISON AVENUE	SOUTH BUILDING	RIVERHEAD	NY	11901	6313692005	N	N	INDEPENDENT	1	16NOV2007	24	Y	N	N		99	001	97	97		2	001	33	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	SUFFOLK
332659	02	FLUSHING MANOR DIALYSIS CENTER, LLC	36-17 PARSONS BLVD		FLUSHING	NY	11354	7188885228	N	N	INDEPENDENT	1	11JUN2008	6	Y	N	N		100	001	97	97		7	001	7	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	QUEENS
332660	02	LIVERPOOL DIALYSIS CENTER, LLC	1304 BUCKLEY ROAD		SYRACUSE	NY	13212	3156719950	N	N	INDEPENDENT	1	20AUG2008	12	Y	N	N		100	001	97	97		3	001	3	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ONONDAGA
332661	02	MOUNT VERNON DIALYSIS,LLC	12 NORTH 7TH AVENUE	3RD FLOOR	MOUNT VERNON	NY	10550	9146654343	N	N	INDEPENDENT	1	08OCT2008	24	Y	N	N		97	001	97	97		40	001	2	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	WESTCHESTER
332662	02	BEDFORD PARK DIALYSIS CENTER	3119 WEBSTER AVENUE		BRONX	NY	10467	7189201530	N	Y	DAVITA	1	21AUG2008	21	Y	Y	N		100	001	97	97		6	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	BRONX
332663	02	ISLAND REHABILITATIVE SERVICES - COMMACK	68 HAUPPAUGE ROAD		COMMACK	NY	11725	6317152740	N	N	INDEPENDENT	1	26JAN2009	12	Y	N	N		100	001	97	97		0	001	2	001	3	4	11	11	2010	3	001	437	4174	552	36	149	28	2007-2010	SUFFOLK
332664	02	ST. JOSEPH'S - REGIONAL	973 JAMES STREET		SYRACUSE	NY	13203	3157036700	N	N	INDEPENDENT	1	01JUL2009	30	Y	Y	Y		90	001	97	97		3	001	2	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ONONDAGA
332665	02	ST. JOSEPH'S - SENECA	8136 OSWEGO STREET		LIVERPOOL	NY	13090	3156528474	N	N	INDEPENDENT	1	01JUL2009	10	Y	N	N		94	001	97	97		2	001	2	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ONONDAGA
332666	02	ST. JOSEPH'S - CAMILLUS	5101 WEST GENESEE STREET		CAMILLUS	NY	13031	3154882979	N	N	INDEPENDENT	1	01JUL2009	11	Y	N	N		100	001	97	97		0	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ONONDAGA
332667	02	ST. JOSEPH'S - NORTHEAST	4105 MEDICAL CENTER DRIVE		FAYETTEVILLE	NY	13066	3153297200	N	N	INDEPENDENT	1	01JUL2009	12	Y	N	N		100	001	97	97		0	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ONONDAGA
332668	02	ST. JOSEPH'S - CORTLAND	3993 WEST ROAD		CORTLAND	NY	13045	6076620140	N	N	INDEPENDENT	1	01JUL2009	10	Y	N	N		97	001	97	97		0	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	CORTLAND
332669	02	YONKERS EAST DIALYSIS CENTER	5 ODELL PLAZA	SUITE 131	YONKERS	NY	10701	9143760296	N	Y	DAVITA	1	17JUN2009	21	Y	N	N		97	001	97	97		0	001	3	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	WESTCHESTER
332670	02	LONG ISLAND RENAL CARE, INC.	3460 GREAT NECK ROAD		NORTH AMITYVILLE	NY	11701	6315326969	N	N	INDEPENDENT	1	28OCT2009	24	Y	N	N		100	001	97	97		8	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	SUFFOLK
332671	02	NEOMY DIALYSIS CENTER	1122 CONEY ISLAND AVENUE		BROOKLYN	NY	11230	7184341444	N	N	INDEPENDENT	1	12MAR2010	27	Y	N	N		90	001	97	97		5	001	0	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	KINGS
332672	02	FMS-MONROE COMMUNITY DIALYSIS	435 EAST HENRIETTA ROAD		ROCHESTER	NY	14620	5852920073	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	26FEB2010	16	Y	Y	N		100	001	97	97		0	001	8	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	MONROE
332673	02	QUEENS-LONG ISLAND RENAL INSTITUTE	271-11 76TH AVENUE		NEW HYDE PARK	NY	11040	7182892600	N	N	INDEPENDENT	2	02JUN2010	15	Y	N	N			199	97	97		9	001	9	001	3	4	11	11	2010		199	437	4174	552	36	149	28	2007-2010	NASSAU
332674	02	LIBERTY HUDSON VALLEY DIALYSIS	4 CORWIN COURT		NEWBURGH	NY	12550	8455627711	Y	N	INDEPENDENT	1	01OCT2010	17	Y	Y	N			201	97	97			201		201	3	4	11	11	2010		199	437	4174	552	36	149	28	2007-2010	ORANGE
332675	02	UHS DIALYSIS - PARK AVENUE	27 PARK AVENUE		BINGHAMTON	NY	13903	6077622225	N	N	INDEPENDENT	1	01FEB2011	24	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	BROOME
332676	02	UHS DIALYSIS - PENNSYLVANIA AVENUE	65 PENNSYLVANIA AVENUE		BINGHAMTON	NY	13903	6077622015	N	N	INDEPENDENT	1	01FEB2011	15	Y	Y	Y			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	BROOME
332677	02	BRONX CENTER FOR RENAL DIALYSIS	1010 UNDERHILL AVENUE		BRONX	NY	10472	7188638300	N	N	INDEPENDENT	1	19JAN2011	16	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	BRONX
332678	02	MIDWOOD CHAYIM ARUCHIM - 4102 13TH AVENUE	4102 13TH AVENUE		BROOKLYN	NY	11219	7185172222	N	N	INDEPENDENT	1	02MAR2011	32	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	KINGS
332679	02	SOUTHTOWNS DIALYSIS CENTER	4910 CAMP ROAD, SUITE 100		HAMBURG	NY	14075	7166494072	N	Y	DAVITA	1	24FEB2011	25	Y	Y	Y			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	ERIE
332680	02	ROGOSIN AUBURNDALE	39-20 UTOPIA PARKWAY		FLUSHING	NY	11358	3477837700	N	N	INDEPENDENT	2	20JUL2011	29	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	QUEENS
332681	02	NIAGARA RENAL - WHEATFIELD	3909 FOREST PARKWAY		NORTH TONAWANDA	NY	14120	7166966193	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	17AUG2011	15	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	NIAGARA
332682	02	NIAGARA FALLS KIDNEY CARE CENTER	621 10TH STREET		NIAGARA FALLS	NY	14301	7162784639	N	Y	DAVITA	1	09JUN2011	17	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	NIAGARA
332683	02	RIVER RENAL SERVICES, LLC	462 FIRST AVENUE - HOSP BLDG 5 NORTH		NEW YORK	NY	10016	2128390700	N	N	INDEPENDENT	1	15AUG2011	18	Y	Y	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	NEW YORK
332684	02	DIALYSIS CLINIC, INC.	176 WASHINGTON AVENUE EXTENSION		MCKOWNVILLE	NY	12203	5184562429	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	30NOV2011	18	Y	N	N			258	97	97			258		258	3	4	11	11	2010		258	437	4174	552	36	149	28	2007-2010	ALBANY
333300	02	CHILDRENS HOSPITAL OF BUFFALO	219 BRYANT STREET	DIALYSIS UNIT	BUFFALO	NY	14222	7168787297	N	N	INDEPENDENT	2	21AUG1984	4	Y	Y	N			199	97	97			199		199	3	4	11	11	2010		199	437	4174	552	36	149	28	2007-2010	ERIE
333503	02	LIJ SATELLITE DIALYSIS FACILITY	220-22 HILLSIDE AVENUE		QUEENS VILLAGE	NY	11427	7189751300	Y	N	INDEPENDENT	2	01SEP1977	25	Y	N	Y		99	001	97	97		6	001	1	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	QUEENS
333504	02	GOOD SAMARITAN HOSP.	929 SUNRISE HIGHWAY	CHRONIC DIALYSIS CTR.	BAY SHORE	NY	11706	6312248500	Y	N	INDEPENDENT	2	28JUL1981	26	Y	Y	Y		95	001	97	97		9	001	1	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	SUFFOLK
333506	02	YORKVILLE DIALYSIS CENTER	1555 3RD AVENUE	2ND FLOOR, DIALYSIS UNIT	NEW YORK	NY	10128	2128709395	Y	Y	REGIONAL-RENAL RESEARCH INSTITUTE	1	06FEB1991	26	Y	N	N		98	001	97	97		5	001	5	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NEW YORK
333511	02	MT. SINAI KIDNEY CENTER	309 EAST 94TH STREET	DIALYSIS CENTER	NEW YORK	NY	10128	2129877208	Y	N	INDEPENDENT	2	27DEC1994	24	Y	N	N		97	001	97	97		8	001	15	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NEW YORK
333515	02	BROOKLYN HOSPITAL CENTER II	19 ROCKWELL PL	DIALYSIS UNIT	BROOKLYN	NY	11217	7182602722	Y	N	INDEPENDENT	2	09AUG1996	25	Y	N	N		99	001	97	97		5	001	3	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	KINGS
333518	02	HASTINGS HEMODIALYSIS CENTER	20 FOURTH STREET		MALONE	NY	12953	5184812445	Y	N	INDEPENDENT	2	05MAR1997	11	Y	N	N		100	001	97	97		10	001	13	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	FRANKLIN
333519	02	OLEAN GENERAL DIALYSIS	623 MAIN STREET		OLEAN	NY	14760	7163756900	N	N	INDEPENDENT	2	23APR1997	12	Y	N	N		90	001	97	97		2	001	19	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	CATTARAUGUS
333520	02	FAXTON ST. LUKE'S HEALTHCARE-HERKIMER SATELLITE	201 EAST STATE STREET		HERKIMER	NY	13350	3155743025	N	N	INDEPENDENT	2	23MAR1998	8	Y	N	N		100	001	97	97		0	001	39	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	HERKIMER
333521	02	CVPH - H.K. FREEDMAN RENAL CENTER	91 PLAZA BOULEVARD		PLATTSBURGH	NY	12901	5185667043	N	N	INDEPENDENT	2	29JUL1988	24	Y	Y	N		85	001	97	97		1	001	45	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	CLINTON
333522	02	WINTHROP UNIVERSITY HOSPITAL	530 HICKSVILLE ROAD	THE DIALYSIS CENTER @ BETHPAGE	BETHPAGE	NY	11714	5166634980	Y	N	INDEPENDENT	2	25FEB1998	12	Y	N	N		95	001	97	97		6	001	14	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NASSAU
333523	02	CVPH SATELLITE DIALY CTR-ELIZABETHTOWN COMM HOSP	PARK STREET  ROUTE 9N		ELIZABETHTOWN	NY	12932	5185667043	N	N	INDEPENDENT	2	22OCT1997	8	Y	N	N		94	001	97	97		0	001	44	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ESSEX
333524	02	BETH ISRAEL MEDICAL CENTER (BIMC)	IRVING PLACE DIALYSIS	120 EAST 16TH STREET 6TH FLOOR	NEW YORK	NY	10003	2128448611	Y	Y	REGIONAL-RENAL RESEARCH INSTITUTE	2	29MAY1996	24	Y	Y	N		97	001	97	97		5	001	7	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	NEW YORK
333526	02	LAKE PLAINS DIALYSIS AT BATAVIA	587 EAST MAIN STREET		BATAVIA	NY	14020	5853447097	N	N	INDEPENDENT	2	29JUN1998	16	Y	N	N		100	001	97	97		2	001	6	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	GENESEE
333527	02	BROOKHAVEN MEMORIAL HOSP	109  WEST MAIN STREET	DIALYSIS SATELLITE	PATCHOGUE	NY	11772	6316872828	Y	N	INDEPENDENT	2	27JUL1998	24	Y	Y	N		98	001	97	97		3	001	0	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	SUFFOLK
333529	02	ST.LUKES MEMORIAL HOSPITAL-	91 PERIMETER RD-GRIFFISS PARK	ROME DIALYSIS CLINIC	ROME	NY	13440	3153344786	N	N	INDEPENDENT	2	14OCT1998	8	Y	N	N		100	001	97	97		0	001	40	001	3	4	11	11	2010	2	001	437	4174	552	36	149	28	2007-2010	ONEIDA
333531	02	BASSETT HEALTHCARE	1 ASSOCIATE DRIVE	RENAL DIALYSIS FACILITY	ONEONTA	NY	13820	6074336360	Y	N	INDEPENDENT	2	07SEP1999	13	Y	N	Y		100	001	97	97		4	001	11	001	3	4	11	11	2010	1	001	437	4174	552	36	149	28	2007-2010	OTSEGO
