"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"232587","11","RENAL ADVANTAGE - WEST NORTON","1080 WEST NORTON AVE","","MUSKEGON","MI","49441","MUSKEGON","(231) 780-5468","Profit","Yes","FRESENIUS MEDICAL CARE","0","16","1","1","1","2000-12-06 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","53","0.83","2.14","0.36","001","As Expected","62","98","001","81","001","","199","","254","52","74","573","8","78","0","0","66","001","14","001","78","633","001","88","753","4","87","746","001","12","25","26","25","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.34","1.21","0.44","0.71","As Expected","001","As Expected","001","77","421","0.75","0.93"
"232588","11","DAVITA - GRAND RAPIDS EAST","1230 EKHART ST NE","","GRAND RAPIDS","MI","49503","KENT","(616) 742-8930","Profit","Yes","DAVITA","1","25","1","0","0","2001-01-25 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","20","001","1","001","100","1.35","2.3","0.84","001","As Expected","133","99","001","88","001","","257","","254","104","155","1144","0","0","0","0","78","001","6","001","167","1233","001","166","1414","1","185","1516","001","9","28","39","13","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.84","1.05","0.89","0.72","As Expected","001","As Expected","001","167","748","1.25","0.88"
"232589","11","FMC - MANISTEE","1293 E PARKDALE AVE","","MANISTEE","MI","49660","MANISTEE","(231) 398-1790","Profit","Yes","FRESENIUS MEDICAL CARE","0","8","1","0","0","2001-01-29 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","16","001","0","001","19","1.67","5.04","0.63","001","As Expected","24","100","001","91","001","","257","","254","19","34","222","0","0","0","0","54","001","33","001","38","240","001","26","228","4","29","246","001","12","34","29","14","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.79","1.35","0.44","0.56","As Expected","001","As Expected","001","30","132","0.85","0.89"
"232590","11","FMC - CADILLAC","203 PALUSTER ST","","CADILLAC","MI","49601","WEXFORD","(231) 779-8917","Profit","Yes","FRESENIUS MEDICAL CARE","0","15","1","1","1","2001-01-29 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","41","1.42","3.01","0.74","001","As Expected","65","94","001","67","001","89","001","","254","33","65","374","23","155","0","0","62","001","23","001","71","427","001","74","578","4","75","589","001","12","27","26","25","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.96","1.48","0.7","0.84","As Expected","001","As Expected","001","73","304","1.15","1.13"
"232591","11","FMC - BALDWIN","1101 WASHINGTON AVE","","BALDWIN","MI","49304","LAKE","(231) 745-2020","Profit","Yes","FRESENIUS MEDICAL CARE","0","6","1","0","0","2001-01-29 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","","199","","199","6","","","","199","","9","","199","35","001","","257","","254","7","29","109","0","0","0","0","61","001","9","001","32","127","001","13","94","0","15","99","001","9","34","26","24","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","3.38","2.58","0.4","0.87","As Expected","001","As Expected","001","13","80","1.09","1.56"
"232592","11","DAVITA - DOWNRIVER KIDNEY CTR","5600 ALLEN RD","","ALLEN PARK","MI","48101","WAYNE","(313) 382-5933","Profit","Yes","DAVITA","0","24","1","1","0","2001-02-26 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","13","001","1","001","76","1.11","2.08","0.64","001","As Expected","99","100","001","91","001","","201","","254","84","107","926","0","0","0","0","62","001","10","001","113","981","001","110","985","0","111","1003","001","11","31","37","13","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.01","1.38","0.88","0.93","As Expected","001","As Expected","001","110","562","1.3","1.14"
"232594","11","RRC - MT MORRIS","G-7220 N SAGINAW RD","","MOUNT MORRIS","MI","48458","GENESEE","(810) 687-6837","Profit","Yes","RELIANT RENAL CARE","0","17","1","0","0","2001-08-06 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","15","001","0","001","40","1.8","3.94","0.9","001","As Expected","46","100","001","92","001","","257","","254","42","81","457","0","0","0","0","53","001","15","001","90","543","001","57","530","2","67","568","001","12","30","25","22","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.38","1.99","1.05","1.21","Worse than Expected","001","Worse than Expected","001","58","299","1.57","1.56"
"232596","11","DAVITA - ROMULUS","31470 ECORSE RD","","ROMULUS","MI","48174","WAYNE","(734) 722-5455","Profit","Yes","DAVITA","0","12","1","0","0","2002-06-06 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","16","001","0","001","44","0.49","1.68","0.17","001","As Expected","60","100","001","94","001","","257","","254","50","69","572","0","0","0","0","69","001","9","001","77","607","001","67","584","0","72","604","001","14","39","36","5","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.75","1.1","0.63","0.52","As Expected","001","As Expected","001","66","313","1.03","0.77"
"232597","11","MOSES DIALYSIS UNIT","1140 N STATE ST","","SAINT IGNACE","MI","49781","MACKINAC","(906) 643-0408","Non-Profit","No","INDEPENDENT","0","6","1","0","0","2002-07-26 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","","199","","199","5","","","","199","","14","","199","89","001","","257","","254","10","47","143","0","0","0","0","59","001","14","001","49","147","001","13","109","0","15","114","001","8","38","32","18","4","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.76","1.67","0.38","0.52","As Expected","001","As Expected","001","15","70","0.96","0.98"
"232598","11","BAY AREA REGL DIALYSIS CTR - SAGINAW RIVERSIDE","920 N NIAGARA ST","","SAGINAW","MI","48602","SAGINAW","(989) 921-2170","Profit","Yes","FRESENIUS MEDICAL CARE","0","32","1","1","1","2002-06-26 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","19","001","0","001","72","1.46","2.55","0.9","001","As Expected","93","100","001","84","001","","201","","254","80","114","962","0","0","0","0","56","001","11","001","125","1036","001","122","1107","5","129","1157","001","11","28","27","23","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.7","1.14","0.71","0.72","As Expected","001","As Expected","001","113","558","1.07","0.91"
"232599","11","RENAL ADVANTAGE - ROCKFORD PARK","311 ROCKFORD PARK DR NE","","ROCKFORD","MI","49341","KENT","(616) 863-6214","Profit","Yes","FRESENIUS MEDICAL CARE","1","16","1","1","0","2002-08-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","21","001","0","001","48","1.03","2.4","0.49","001","As Expected","79","100","001","94","001","79","001","","201","46","65","523","13","114","0","0","69","001","16","001","71","574","001","95","857","4","108","925","001","11","29","27","21","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.61","1.07","0.63","0.61","As Expected","001","As Expected","001","95","408","0.99","0.82"
"232600","11","DAVITA - GREENVIEW","18544 EIGHT MILE ROAD","","SOUTHFIELD","MI","48075","OAKLAND","(248) 569-1729","Profit","Yes","DAVITA","0","24","1","0","0","2002-09-26 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","9","001","4","001","70","0.87","1.94","0.43","001","As Expected","83","99","001","92","001","","257","","254","69","111","807","0","0","0","0","42","001","8","001","114","855","001","98","933","0","98","958","001","15","32","37","11","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.77","1.02","0.68","0.58","As Expected","001","As Expected","001","94","484","1.07","0.78"
"232601","11","FLUSHING DIALYSIS OF DAVITA","3469 PIERSON PLACE, STE A","","FLUSHING","MI","48433","GENESEE","(810) 733-5004","Profit","Yes","DAVITA","0","12","1","1","0","2002-12-03 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","0","001","27","0.63","3.24","0.15","001","As Expected","38","100","001","92","001","","201","","254","29","47","321","0","0","0","0","66","001","5","001","55","362","001","69","495","0","81","546","001","10","33","39","12","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.08","1.54","0.68","0.89","As Expected","001","As Expected","001","55","280","1.18","1.18"
"232602","11","RRC - DAVISON","2031 FAIRWAY DR","","DAVISON","MI","48423","GENESEE","(810) 654-0138","Profit","Yes","RELIANT RENAL CARE","0","16","1","0","0","2003-02-04 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","33","0.84","2.56","0.32","001","As Expected","50","100","001","86","001","","257","","254","36","75","436","0","0","0","0","70","001","14","001","82","515","001","59","527","1","67","565","001","10","25","29","24","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.45","1.47","1.09","0.85","Worse than Expected","001","As Expected","001","59","295","1.62","1.13"
"232604","11","SOUTHFIELD WEST DIALYSIS OF DAVITA","21900 MELROSE AVE","SUITE #4","SOUTHFIELD","MI","48075","OAKLAND","(248) 356-8079","Profit","Yes","DAVITA","0","18","1","1","0","2003-02-25 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","74","0.73","1.78","0.33","001","As Expected","76","100","001","88","001","","201","","254","74","87","824","0","0","0","0","58","001","6","001","91","851","001","100","944","1","106","968","001","7","32","45","8","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.78","1.27","0.67","0.73","As Expected","001","As Expected","001","93","443","1.06","0.98"
"232605","11","DAVISON DIALYSIS OF DAVITA","1011 SOUTH STATE RD","","DAVISON","MI","48423","GENESEE","(810) 658-8224","Profit","Yes","DAVITA","0","15","1","0","0","2003-03-26 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","17","0.57","3.56","0.11","001","As Expected","24","100","001","97","001","","257","","254","21","32","226","0","0","0","0","77","001","0","001","34","242","001","38","284","0","39","292","001","8","42","48","2","0","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.89","1.41","0.52","0.72","As Expected","001","As Expected","001","32","193","0.96","1.03"
"232606","11","FMC - THREE RIVERS","601 S HEALTH PKWY","","THREE RIVERS","MI","49093","SAINT JOSEPH","(269) 273-4991","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","2003-04-22 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","0","001","32","0.68","2.48","0.22","001","As Expected","45","100","001","91","001","","257","","254","37","63","440","0","0","0","0","71","001","3","001","67","476","001","57","502","3","60","515","001","12","32","19","21","16","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.88","1.38","0.65","0.67","As Expected","001","As Expected","001","55","232","1.09","0.98"
"232607","11","DAVITA - NEWAYGO COUNTY","1317 W MAIN ST","","FREMONT","MI","49412","NEWAYGO","(231) 924-4535","Profit","Yes","DAVITA","0","14","1","0","0","2003-05-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","0","001","30","0.64","2.56","0.19","001","As Expected","41","100","001","93","001","","257","","254","33","49","377","0","0","0","0","72","001","3","001","52","411","001","51","429","0","55","464","001","14","35","36","12","3","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.35","1","0.34","0.46","As Expected","001","As Expected","001","48","208","0.67","0.69"
"232608","11","FLINT DIALYSIS OF DAVITA","2 HURLEY PLAZA, SUITE 115","","FLINT","MI","48503","GENESEE","(810) 239-9920","Profit","Yes","DAVITA","0","24","1","1","0","1977-09-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","78","0.98","2.07","0.51","001","As Expected","85","100","001","89","001","86","001","","199","64","86","726","21","155","6","6","60","001","9","001","92","750","001","118","994","0","125","1027","001","7","28","42","13","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.04","1.44","0.85","0.95","As Expected","001","As Expected","001","101","674","1.29","1.18"
"232609","11","HALLWOOD DIALYSIS OF DAVITA","4929 CLIO ROAD STE B","","FLINT","MI","48504","GENESEE","(810) 787-4496","Profit","Yes","DAVITA","0","16","1","0","0","2003-06-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","42","1.11","2.78","0.5","001","As Expected","48","100","001","93","001","","257","","254","39","61","459","0","0","0","0","55","001","3","001","61","505","001","67","567","1","70","601","001","10","27","43","12","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.86","1.75","0.7","0.99","As Expected","001","As Expected","001","57","353","1.13","1.33"
"232610","11","PARK PLAZA DIALYSIS OF DAVITA","G-1075 N BALLENGER HWY","","FLINT","MI","48504","GENESEE","(810) 235-8468","Profit","Yes","DAVITA","0","12","1","0","0","2003-06-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","0","001","52","1.06","2.53","0.5","001","As Expected","57","100","001","86","001","","257","","254","52","82","586","0","0","0","0","58","001","2","001","88","688","001","78","721","0","81","739","001","10","34","40","7","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.92","1.54","0.75","0.84","As Expected","001","As Expected","001","70","346","1.19","1.15"
"232611","11","FMC - BIG RAPIDS","14307 NORTHLAND DR","","BIG RAPIDS","MI","49307","MECOSTA","(231) 527-1622","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","2003-08-05 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","0","001","33","0.86","2.59","0.32","001","As Expected","45","97","001","73","001","","257","","254","34","59","438","0","0","0","0","65","001","18","001","66","477","001","56","465","5","59","505","001","11","30","25","24","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.16","1.33","0.26","0.66","As Expected","001","As Expected","001","52","227","0.54","0.95"
"232612","11","NW DETROIT DIALYSIS - LAHSER SATELLITE","25664 LAHSER ROAD","","SOUTHFIELD","MI","48034","OAKLAND","(248) 358-7521","Profit","Yes","GREENFIELD HEALTH SYSTEMS","0","24","1","1","1","2003-09-26 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","4","001","85","0.57","1.38","0.26","001","As Expected","108","94","001","","255","","255","","254","77","103","845","8","40","0","0","61","001","14","001","112","929","001","148","1361","0","152","1393","001","9","28","36","18","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.76","1.19","0.76","0.8","As Expected","001","As Expected","001","129","716","1.13","0.98"
"232613","11","DAVITA OAK PARK DIALYSIS","13481 W 10 MILE RD","PARKSWOODS PLAZA","OAK PARK","MI","48237","OAKLAND","(248) 582-9750","Profit","Yes","DAVITA","0","20","1","0","0","2003-10-16 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","66","1","2.2","0.5","001","As Expected","89","100","001","92","001","","257","","254","70","99","772","0","0","0","0","53","001","4","001","104","808","001","97","919","0","104","946","001","12","31","43","10","4","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.84","0.94","0.72","0.54","As Expected","001","Better than Expected","001","102","489","1.12","0.72"
"232614","11","GREAT LAKES DIALYSIS, LLC","14614 KERCHEVAL ST","","DETROIT","MI","48215","WAYNE","(313) 308-4200","Profit","Yes","INDEPENDENT","1","24","1","1","0","2003-12-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","42","001","0","001","81","1.56","2.49","1.03","001","Worse than Expected","99","95","001","90","001","","199","","254","86","102","1022","1","9","0","0","38","001","25","001","107","1040","001","125","1235","1","119","539","001","19","34","24","15","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.59","0.84","0.72","0.48","As Expected","001","Better than Expected","001","110","540","1.04","0.64"
"232615","11","FMC - ST CLAIR SHORES","26210 HARPER AVE STE 200","","SAINT CLAIR SHORES","MI","48081","MACOMB","(586) 771-4868","Profit","Yes","FRESENIUS MEDICAL CARE","0","32","1","1","1","2003-10-29 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","28","001","1","001","116","1","1.83","0.59","001","As Expected","146","95","001","86","001","","199","","254","114","152","1267","7","47","0","0","47","001","15","001","168","1405","001","177","1517","5","184","1554","001","11","26","26","25","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.85","1.42","0.91","0.95","As Expected","001","As Expected","001","172","752","1.27","1.17"
"232616","11","LIFE - ALYSIS KIDNEY CENTER","5830 CONNER STREET","","DETROIT","MI","48213","WAYNE","(313) 371-5433","Profit","Yes","INDEPENDENT","0","13","1","1","0","2004-03-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","33","001","0","001","36","2.22","4.3","1.24","001","Worse than Expected","58","100","001","95","001","","201","","201","46","74","496","0","0","0","0","48","001","12","001","82","547","001","85","624","96","90","660","001","18","27","23","21","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","3.31","1.76","1.72","0.96","Worse than Expected","001","As Expected","001","72","308","2.37","1.31"
"232617","11","DAVITA BATTLE CREEK DIALYSIS","220 GOODALE AVE E STE B","","BATTLE CREEK","MI","49037","CALHOUN","(269) 968-8401","Profit","Yes","DAVITA","0","20","1","1","0","1977-11-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","2","001","59","1.1","2.15","0.61","001","As Expected","90","100","001","96","001","91","001","","254","57","88","646","17","127","0","0","62","001","2","001","93","694","001","105","920","1","112","963","001","16","37","30","10","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.81","0.93","0.75","0.56","As Expected","001","Better than Expected","001","104","439","1.13","0.73"
"232618","11","FMC - LANSING","3960 PATIENT WAY, SUITE 112","","LANSING","MI","48911","INGHAM","(517) 393-0352","Profit","Yes","FRESENIUS MEDICAL CARE","1","25","1","0","0","2004-05-14 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","9","001","0","001","66","1.08","2.19","0.58","001","As Expected","84","100","001","91","001","","257","","254","71","100","804","0","0","0","0","77","001","5","001","105","858","001","105","917","6","111","942","001","7","23","28","27","16","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.61","1.32","0.55","0.83","As Expected","001","As Expected","001","93","504","0.92","1.05"
"232619","11","FRESENIUS MEDICAL CARE - TAYLOR","22970 NORTHLINE ROAD, #100","","TAYLOR","MI","48180","WAYNE","(734) 287-6585","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","2004-05-13 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","35","","","","199","","9","94","001","86","001","","257","","254","34","59","403","0","0","0","0","42","001","16","001","62","417","001","61","469","5","63","482","001","12","30","28","24","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.4","1.37","1.01","0.8","Worse than Expected","001","As Expected","001","56","284","1.55","1.06"
"232620","11","FMC - TAWAS BAY","1698 E HURON","","EAST TAWAS","MI","48730","IOSCO","(989) 362-5267","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","1","1","2004-07-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","14","001","0","001","29","0.93","3.18","0.32","001","As Expected","32","100","001","72","001","","199","","254","24","64","322","9","68","0","0","77","001","7","001","69","353","001","45","370","12","49","396","001","8","30","28","21","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.43","1.15","0.35","0.53","As Expected","001","As Expected","001","43","197","0.69","0.8"
"232621","11","FMC - SOUTH HAVEN","199 VETERANS BLVD","","SOUTH HAVEN","MI","49090","VAN BUREN","(269) 639-1800","Profit","Yes","FRESENIUS MEDICAL CARE","0","16","1","1","0","2004-10-08 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","8","001","0","001","25","0.65","2.6","0.19","001","As Expected","38","100","001","88","001","","199","","254","26","52","344","5","34","0","0","76","001","3","001","54","376","001","46","372","1","51","407","001","15","27","29","24","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.75","1.25","0.52","0.6","As Expected","001","As Expected","001","41","259","0.94","0.88"
"232622","11","WESTLAND DIALYSIS OF DAVITA","36588 FORD RD","","WESTLAND","MI","48185","WAYNE","(734) 721-1030","Profit","Yes","DAVITA","0","16","1","0","0","2004-11-09 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","5","001","2","001","61","0.64","1.7","0.27","001","As Expected","77","100","001","91","001","","257","","254","63","86","718","0","0","0","0","68","001","9","001","96","779","001","95","868","1","103","924","001","8","30","44","12","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.86","1.38","0.78","0.82","As Expected","001","As Expected","001","90","410","1.19","1.07"
"232623","11","FMC - BATTLE CREEK NORTH","233 E ROOSEVELT AVE","","BATTLE CREEK","MI","49017","CALHOUN","(269) 968-8860","Profit","Yes","FRESENIUS MEDICAL CARE","0","16","1","0","0","2005-03-10 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","14","001","0","001","43","0.6","1.92","0.22","001","As Expected","70","100","001","91","001","","257","","254","49","74","572","0","0","0","0","54","001","3","001","79","629","001","65","568","2","75","627","001","9","29","28","25","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.65","1.24","0.59","0.61","As Expected","001","As Expected","001","77","284","0.97","0.88"
"232624","11","DAVITA - BALLENGER POINTE","2262 S BALLENGER HWY","","FLINT","MI","48503","GENESEE","(810) 232-9004","Profit","Yes","DAVITA","0","20","1","0","1","2005-05-23 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","60","0.66","1.82","0.27","001","As Expected","67","94","001","86","001","","257","","254","50","79","569","0","0","0","0","66","001","5","001","100","805","001","102","914","0","84","709","001","6","29","41","17","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.7","0.94","0.7","0.5","As Expected","001","Better than Expected","001","86","469","1.08","0.7"
"232625","11","FMC - CHARLOTTE","111 LANSING ST, SUITE 120","","CHARLOTTE","MI","48813","EATON","(517) 543-6777","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","2005-06-30 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","13","001","0","001","23","0.96","3.27","0.33","001","As Expected","39","100","001","91","001","","257","","199","26","40","270","0","0","1","8","74","001","5","001","40","302","001","47","319","3","52","365","001","11","30","23","24","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.92","1.46","0.65","0.77","As Expected","001","As Expected","001","43","231","1.09","1.08"
"232626","11","FMC - KALAMAZOO PD UNIT","527 E MICHIGAN AVE","","KALAMAZOO","MI","49007","KALAMAZOO","(269) 384-6191","Profit","Yes","FRESENIUS MEDICAL CARE","0","2","1","1","1","2005-11-02 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","","199","","199","6","1.95","5.62","0.77","001","As Expected","27","","199","","199","83","001","","201","1","3","13","27","175","0","0","","199","","199","5","32","001","39","281","2","35","272","001","9","44","23","17","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.92","1.79","0.41","0.58","As Expected","001","As Expected","001","31","146","0.85","1.07"
"232627","11","FMC - SHELBY","56065 VAN DYKE AVE","","SHELBY TOWNSHIP","MI","48316","MACOMB","(586) 677-2008","Profit","Yes","FRESENIUS MEDICAL CARE","0","24","1","1","1","2006-06-22 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","37","0.58","2.14","0.19","001","As Expected","57","95","001","83","001","","199","","254","42","72","491","2","6","0","0","57","001","8","001","78","550","001","69","513","3","75","548","001","11","24","28","28","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.03","1.43","0.79","0.81","As Expected","001","As Expected","001","68","306","1.25","1.09"
"232628","11","ROCHESTER HILLS DIALYSIS OF DAVITA","1886 W AUBURN RD","SUITE 100","ROCHESTER HILLS","MI","48309","OAKLAND","(248) 299-7901","Profit","Yes","DAVITA","0","20","1","0","0","2006-05-19 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","0","001","67","1.4","2.71","0.78","001","As Expected","80","100","001","88","001","","257","","254","72","99","782","0","0","0","0","61","001","6","001","107","838","001","112","903","1","126","965","001","9","30","41","11","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.38","1.27","1.05","0.81","Worse than Expected","001","As Expected","001","98","515","1.54","1.02"
