"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"362735","09","US GRANT DIALYSIS","458 HOME STREET","","GEORGETOWN","OH","45121","BROWN","(937) 378-1323","Profit","Yes","DAVITA","0","12","1","0","0","2009-02-04 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","13","001","0","001","15","0.87","4.43","0.2","001","As Expected","23","100","001","95","001","","257","","254","16","27","190","0","0","0","0","61","001","7","001","32","210","001","30","223","1","32","238","001","9","44","37","6","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.51","1.54","0.68","0.64","As Expected","001","As Expected","001","28","118","1.26","1.02"
"362736","09","DAVITA - BATAVIA DIALYSIS","4000 GOLDEN AGE DRIVE","","BATAVIA","OH","45103","CLERMONT","(513) 735-0700","Profit","Yes","DAVITA","0","12","1","0","0","2009-03-26 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","25","001","0","001","40","1","2.64","0.41","001","As Expected","57","100","001","87","001","","257","","254","37","56","375","0","0","0","0","44","001","23","001","58","416","001","81","611","0","84","640","001","9","33","42","9","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.61","1.78","1.1","1.02","Worse than Expected","001","Worse than Expected","001","65","286","1.67","1.36"
"362737","09","KIDNEY SERVICES OF WEST CENTRAL OHIO - MERCER COUNTY","801 PRO DRIVE, STE B","","CELINA","OH","45822","MERCER","(419) 586-1686","Profit","Yes","INDEPENDENT","0","12","1","1","0","2009-04-30 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","8","001","0","001","26","0.68","2.68","0.2","001","As Expected","47","100","001","96","001","70","001","","254","19","29","222","16","132","0","0","67","001","7","001","30","254","001","59","389","1","61","422","001","7","27","29","25","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.72","1.61","0.5","0.81","As Expected","001","As Expected","001","50","178","0.9","1.16"
"362738","09","FMC - INDIAN HILLS","820 VETERANS DRIVE","","JACKSON","OH","45640","JACKSON","(740) 286-5556","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","1","1","2009-04-15 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","0","001","0","001","18","1.36","4.09","0.51","001","As Expected","31","100","001","92","001","","199","","254","17","21","186","4","27","0","0","65","001","6","001","23","200","001","34","297","4","34","310","001","13","35","27","17","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.05","1.45","0.65","0.66","As Expected","001","As Expected","001","38","182","1.12","1"
"362739","09","OHIO PIKE DIALYSIS","1761 STATE ROUTE 125, SUITE G","","AMELIA","OH","45102","CLERMONT","(513) 797-0713","Profit","Yes","DAVITA","0","12","1","0","0","2009-04-08 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","22","001","0","001","32","1.24","4.17","0.41","001","As Expected","36","100","001","81","001","","257","","254","31","49","347","0","0","0","0","58","001","13","001","56","384","001","52","484","1","54","513","001","8","29","39","11","14","01/01/2009-12/31/2012","01/01/2012-12/31/2012","3.18","1.4","1.22","0.57","Worse than Expected","001","As Expected","001","46","194","1.94","0.91"
"362740","09","EAST GALBRAITH DIALYSIS","3877 E. GALBRAITH RD., BLDG C","","CINCINNATI","OH","45236","HAMILTON","(513) 791-5900","Profit","Yes","DAVITA","0","10","1","0","0","2009-05-14 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","17","001","0","001","18","0.12","4.5","0","001","As Expected","26","100","001","95","001","","257","","254","22","31","237","0","0","0","0","23","001","42","001","32","250","001","35","278","0","36","284","001","11","32","36","15","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.36","2.07","0.22","0.88","As Expected","001","As Expected","001","31","126","0.52","1.38"
"362741","09","DAVITA HILLSBORO REGIONAL DIALYSIS","1487 NORTH HIGH STREET, UNIT 1A","","HILLSBORO","OH","45133","HIGHLAND","(937) 393-9020","Profit","Yes","DAVITA","0","15","1","1","0","2009-07-09 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","12","001","0","001","17","2.01","5.52","0.81","001","As Expected","28","100","001","92","001","","199","","254","19","26","188","4","28","0","0","47","001","25","001","26","195","001","34","286","1","35","294","001","6","34","37","13","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.43","1.64","0.7","0.72","As Expected","001","As Expected","001","30","140","1.27","1.11"
"362742","09","DAVITA - NORWOOD DIALYSIS","2300 WALL STREET","","CINCINNATI","OH","45212","HAMILTON","(513) 531-2111","Profit","Yes","DAVITA","0","12","1","0","0","2009-08-26 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","3","001","0","001","29","0.63","2.82","0.17","001","As Expected","42","93","001","87","001","","257","","254","30","48","352","0","0","0","0","51","001","7","001","49","368","001","66","654","0","66","676","001","8","31","43","11","7","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.41","1.07","0.27","0.32","As Expected","001","As Expected","001","44","190","0.6","0.61"
"362743","09","DAVITA - REDBANK VILLAGE DIALYSIS","3960 REDBANK RD., STE 160","","CINCINNATI","OH","45227","HAMILTON","(513) 271-5420","Profit","Yes","DAVITA","0","12","1","0","0","2009-07-21 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","18","001","0","001","17","0.67","5.49","0.1","001","As Expected","20","100","001","92","001","","257","","254","16","25","153","0","0","0","0","33","001","24","001","27","162","001","31","224","0","32","234","001","17","30","34","12","7","01/01/2009-12/31/2012","01/01/2012-12/31/2012","3.15","1.56","0.82","0.41","As Expected","001","As Expected","001","24","94","1.56","0.85"
"362744","09","DAVITA - CHERRY VALLEY DIALYSIS","1627 W. MAIN STREET","","NEWARK","OH","43055","LICKING","(740) 522-1699","Profit","Yes","DAVITA","0","26","1","1","1","2009-09-24 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","8","001","0","001","52","1.09","2.46","0.52","001","As Expected","70","100","001","90","001","","199","","254","44","75","534","10","75","0","0","61","001","16","001","82","585","001","94","738","2","99","799","001","10","38","35","10","7","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.8","1.53","0.68","0.83","As Expected","001","As Expected","001","80","298","1.09","1.14"
"362745","09","FMC - AKRON WEST","3558 RIDGEWOOD RD","","AKRON","OH","44333","SUMMIT","(330) 668-6200","Profit","Yes","FRESENIUS MEDICAL CARE","1","6","1","0","0","2009-06-22 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","29","001","0","001","28","1.3","4.12","0.46","001","As Expected","38","100","001","68","001","","257","","254","21","64","295","0","0","0","0","48","001","18","001","71","328","001","57","328","7","66","353","001","8","28","34","22","7","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.86","2.2","0.74","1.29","As Expected","001","Worse than Expected","001","63","198","1.14","1.7"
"362746","09","LIBERTY DIALYSIS - KENWOOD","8251 PINE ROAD, SUITE 110","","KENWOOD","OH","45236","HAMILTON","(513) 745-0800","Profit","Yes","INDEPENDENT","0","24","1","1","1","2009-10-29 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","30","001","0","001","69","1.4","2.67","0.79","001","As Expected","89","97","001","87","001","79","001","","254","63","95","706","17","130","0","0","37","001","18","001","98","759","001","137","1155","1","140","1213","001","9","25","29","23","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.71","1.28","0.74","0.72","As Expected","001","As Expected","001","106","378","1.11","0.97"
"362747","09","LIBERTY DIALYSIS - NORWOOD","2071 SHERMAN AVENUE","","NORWOOD","OH","45212","HAMILTON","(513) 841-1800","Profit","Yes","INDEPENDENT","0","24","1","1","1","2009-11-19 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","19","001","0","001","74","0.94","1.84","0.51","001","As Expected","103","99","001","94","001","76","001","","254","83","106","956","11","55","0","0","33","001","16","001","112","989","001","141","1184","3","140","1248","001","8","26","31","24","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.69","0.93","0.7","0.46","As Expected","001","Better than Expected","001","118","408","1.06","0.66"
"362748","09","DAVITA - RIVERS EDGE DIALYSIS","1006 E. STATE ST., STE. B","","ATHENS","OH","45701","ATHENS","(740) 592-1364","Profit","Yes","DAVITA","0","12","1","0","0","2009-11-04 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","6","001","0","001","17","0.68","4.2","0.13","001","As Expected","20","100","001","96","001","","257","","254","16","24","199","0","0","0","0","64","001","10","001","26","210","001","38","352","3","38","368","001","8","33","46","9","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.04","1.81","0.42","0.64","As Expected","001","As Expected","001","25","114","0.89","1.12"
"362749","09","DAVITA - VILLA OF GREAT NORTHERN","22710 FAIRVIEW CENTER DR., STE 100","","FAIRVIEW PARK","OH","44126","CUYAHOGA","(440) 734-4630","Profit","Yes","DAVITA","0","7","1","0","0","2010-01-12 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","7","","","","199","","11","","199","94","001","","257","","254","8","17","87","0","0","0","0","59","001","3","001","21","106","001","13","127","2","13","130","001","6","38","45","7","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.71","1.3","0.15","0.09","As Expected","001","As Expected","001","13","44","0.6","0.45"
"362750","09","DAVITA - HIGHLAND COUNTY DIALYSIS","120 ROBERTS LANE, SUITE 4","","HILLSBORO","OH","45133","HIGHLAND","(937) 393-3852","Profit","Yes","DAVITA","1","9","1","1","1","2010-01-07 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","8","001","8","001","13","0.6","4.92","0.09","001","As Expected","19","100","001","89","001","","199","","254","13","23","151","5","50","0","0","63","001","11","001","24","156","001","31","255","3","30","257","001","11","32","39","10","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.28","1.54","0.54","0.37","As Expected","001","As Expected","001","25","86","1.07","0.81"
"362751","09","DAVITA - CLERMONT INC","5901 MONTCLAIR BLVD, SUITE 100","","MILFORD","OH","45150","CLERMONT","(513) 248-0593","Profit","Yes","DAVITA","0","12","1","0","0","2009-12-21 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","0","001","0","001","19","0.91","3.62","0.26","001","As Expected","30","100","001","88","001","","257","","254","22","40","267","0","0","0","0","70","001","1","001","44","289","001","54","407","0","54","431","001","6","32","39","10","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.99","1.6","0.61","0.68","As Expected","001","As Expected","001","37","140","1.07","1.07"
"362752","09","WARREN DIALYSIS CENTER","8720 EAST MARKET STREET, STE 1A","","HOWLAND","OH","44484","TRUMBULL","(330) 609-5502","Profit","Yes","AMERICAN RENAL ASSOCIATES","0","25","1","1","1","2010-02-24 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","22","001","0","001","68","1.5","2.64","0.91","001","As Expected","111","100","001","98","001","","199","","254","77","106","847","1","2","0","0","51","001","22","001","117","943","001","149","1233","2","152","1323","001","8","28","33","19","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.06","1.29","0.93","0.79","As Expected","001","As Expected","001","130","482","1.36","1.02"
"362753","09","DAVITA - DAYTON EAST AT HOME","1431 BUSINESS CENTER COURT, STE B","","DAYTON","OH","45410","MONTGOMERY","(937) 208-9071","Profit","Yes","DAVITA","0","2","1","0","1","2010-03-29 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","3","","","","199","","7","","201","","201","","257","","254","0","0","0","0","0","0","0","","199","","199","6","61","199","2","2","","0","0","201","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","4.78","","0.54","","As Expected","001","Not Available","199","8","20","1.53",""
"362754","09","DAVITA - DETROIT ROAD DIALYSIS","7901 DETROIT AVENUE","","CLEVELAND","OH","44102","CUYAHOGA","(216) 961-6498","Profit","Yes","DAVITA","0","23","1","0","0","2009-12-31 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","10","001","0","001","39","0.79","2.04","0.34","001","As Expected","61","100","001","89","001","","257","","254","45","73","507","0","0","0","0","57","001","12","001","84","565","001","83","676","1","87","698","001","17","32","32","12","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.91","1.72","0.77","1","As Expected","001","Worse than Expected","001","75","318","1.2","1.32"
"362755","09","DAVITA - WESTSHORE DIALYSIS","29000 CENTER RIDGE RD - DIALYSIS","","WESTLAKE","OH","44145","CUYAHOGA","(440) 835-1734","Profit","Yes","DAVITA","1","10","1","0","0","1996-08-18 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","19","001","0","001","16","1.89","5.99","0.67","001","As Expected","30","100","001","85","001","","257","","254","16","37","142","0","0","0","0","57","001","11","001","44","173","001","35","180","1","37","192","001","16","34","31","7","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","3.38","1.91","1.25","0.95","Worse than Expected","001","As Expected","001","36","151","2.01","1.37"
"362756","09","ST VINCENT QUADRANGLE DIALYSIS","2302 COMMUNITY COLLEGE AVENUE","","CLEVELAND","OH","44115","CUYAHOGA","(216) 574-4805","Profit","Yes","DAVITA","0","13","1","0","0","2009-12-31 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","6","001","0","001","34","0.88","2.52","0.34","001","As Expected","47","100","001","91","001","","257","","254","32","50","374","0","0","0","0","43","001","9","001","52","397","001","62","542","1","65","569","001","16","36","37","7","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.33","1.42","0.83","0.57","As Expected","001","As Expected","001","52","207","1.36","0.93"
"362757","09","FMC - WADSWORTH DIALYSIS","1160 WILLIAMS RESERVE BLVD.","","WADSWORTH","OH","44281","MEDINA","(330) 336-8070","Profit","Yes","FRESENIUS MEDICAL CARE","0","13","1","1","1","2010-04-06 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","7","001","0","001","30","0.92","2.92","0.33","001","As Expected","44","100","001","94","001","","199","","254","30","48","371","1","4","0","0","69","001","4","001","52","404","001","60","518","1","65","556","001","6","28","29","26","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.42","1.3","0.85","0.53","As Expected","001","As Expected","001","53","165","1.41","0.85"
"362758","09","COMMUNITY DIALYSIS CENTER","27350 CEDAR ROAD","","BEACHWOOD","OH","44122","CUYAHOGA","(216) 378-1580","Profit","Yes","CENTERS FOR DIALYSIS CARE","0","12","1","0","0","2010-04-07 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","22","001","0","001","50","0.34","1.51","0.09","001","As Expected","65","100","001","96","001","","257","","254","50","102","604","0","0","0","0","63","001","8","001","118","675","001","96","775","2","40","274","001","13","30","26","19","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.57","0.94","0.53","0.45","As Expected","001","Better than Expected","001","77","223","0.9","0.66"
"362759","09","US RENAL CARE OF KENWOOD","5150 E. GALBRAITH RD., SUITE 101","","CINCINNATI","OH","45236","HAMILTON","(513) 791-2698","Profit","Yes","US RENAL CARE, INC.","0","18","1","1","1","2010-03-31 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","6","001","0","001","47","0.73","2.19","0.27","001","As Expected","54","98","001","95","001","79","001","","254","43","61","441","13","92","0","0","43","001","19","001","63","485","001","36","122","2","36","125","001","6","28","29","23","14","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.16","1.57","0.85","0.65","As Expected","001","As Expected","001","66","194","1.33","1.04"
"362760","09","DAVITA - VILLA OF FAIRVIEW PARK","19050 LORAIN ROAD","","FAIRVIEW PARK","OH","44126","CUYAHOGA","(440) 333-1172","Profit","Yes","DAVITA","0","6","1","0","0","2010-04-14 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","2","","","","199","","10","","199","77","001","","257","","254","3","12","43","0","0","0","0","67","001","6","001","16","54","199","10","97","","11","99","001","10","30","36","12","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","","","","","Not Available","199","Not Available","199","12","33","",""
"362761","09","BOARDMAN DIALYSIS CENTER, LLC","7153 TIFFANY BLVD.","","BOARDMAN","OH","44514","MAHONING","(330) 729-1355","Profit","Yes","AMERICAN RENAL ASSOCIATES","0","21","1","1","1","2010-07-22 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","17","001","0","001","53","1.44","2.87","0.77","001","As Expected","72","98","001","98","001","","199","","254","53","79","630","1","1","0","0","66","001","7","001","85","686","001","120","1009","9","124","1085","001","7","24","28","27","15","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.4","1.75","1.1","0.86","Worse than Expected","001","As Expected","001","91","280","1.6","1.25"
"362762","09","DCA OF EASTGATE","4600 BEECHWOOD RD., SUITE 900","","CINCINNATI","OH","45244","HAMILTON","(513) 528-3222","Profit","Yes","DIALYSIS CORPORATION OF AMERICA","0","15","1","0","0","2010-09-23 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","12","001","0","001","17","","","","199","","17","100","001","96","001","","257","","254","17","19","168","0","0","0","0","62","001","37","001","19","177","001","35","267","6","35","271","001","11","26","35","15","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.73","2.57","0.48","0.43","As Expected","001","As Expected","001","23","62","1.1","1.18"
"362763","09","FMC - BRUNSWICK DIALYSIS CENTER","2583-2585 CENTER ROAD","","HINCKLEY","OH","44233","MEDINA","(330) 220-4366","Profit","Yes","FRESENIUS MEDICAL CARE","0","19","1","1","1","2004-11-15 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","9","001","0","001","23","0.73","2.89","0.21","001","As Expected","36","95","001","88","001","","199","","254","21","29","201","5","30","0","0","46","001","24","001","30","225","001","42","335","7","42","344","001","5","29","33","22","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.27","1.32","0.8","0.58","As Expected","001","As Expected","001","41","166","1.31","0.89"
"362764","09","DAVITA - VILLA OF NORTH RIDGEVILLE","35143 CENTER RIDGE RD.","","NORTH RIDGEVILLE","OH","44039","LORAIN","(440) 353-0114","Profit","Yes","DAVITA","0","6","1","0","0","2010-09-30 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","6","","","","199","","14","","199","80","001","","257","","254","10","15","114","0","0","0","0","90","001","3","001","16","119","001","16","144","0","17","146","001","8","38","38","12","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.7","1.52","0.28","0.11","As Expected","001","As Expected","001","14","39","0.83","0.52"
"362765","09","DAVITA - DOVER DIALYSIS","899 E. IRON AVE.","","DOVER","OH","44622","TUSCARAWAS","(330) 364-6309","Profit","Yes","DAVITA","0","16","1","1","0","2010-12-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","0","001","0","001","36","1.39","2.98","0.7","001","As Expected","58","100","001","89","001","91","001","","254","30","43","339","11","96","0","0","70","001","5","001","48","369","001","68","614","1","71","653","001","10","33","36","13","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.17","1.91","0.93","0.92","As Expected","001","As Expected","001","68","145","1.4","1.35"
"362766","09","DAVITA - AMHERST DIALYSIS","3200 COOPER FOSTER PARK RD. W.","","LORAIN","OH","44053","LORAIN","(440) 989-1410","Profit","Yes","DAVITA","0","19","1","1","1","2011-01-19 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","18","001","6","001","17","2.13","5.3","0.94","001","As Expected","21","100","001","87","001","","199","","254","14","33","166","2","11","0","0","57","001","17","001","39","190","001","29","219","0","33","241","001","20","37","34","8","2","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.65","1.47","0.91","0.29","As Expected","001","As Expected","001","28","58","1.51","0.71"
"362767","09","YOUNGSTOWN - WARREN HOME DIALYSIS","4531 BELMONT AVE.","","YOUNGSTOWN","OH","44505","TRUMBULL","(330) 759-3807","Profit","Yes","AMERICAN RENAL ASSOCIATES","0","3","1","1","1","2011-04-19 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","36","001","0","001","14","2.34","5.4","1.1","001","Worse than Expected","36","","201","","201","95","001","","254","0","0","0","32","266","0","0","","201","","201","0","0","001","45","396","3","45","410","001","10","34","29","17","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.37","1.81","0.82","0.47","As Expected","001","As Expected","001","39","95","1.36","0.99"
"362768","09","FMC - EAST STATE STREET","2005 E STATE STREET  SUITE 102","","ATHENS","OH","45701","ATHENS","(740) 592-6300","Profit","Yes","FRESENIUS MEDICAL CARE","0","15","1","1","1","2011-03-30 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","4","","","","199","","6","","199","","199","","199","","254","6","9","68","1","12","0","0","","199","","199","9","75","199","10","83","","10","83","199","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","4.08","","0.35","","As Expected","001","Not Available","199","7","13","1.12",""
"362769","09","DAVITA - VILLA OF LAKEWOOD","14050 MADISON AVE.","","LAKEWOOD","OH","44107","CUYAHOGA","(216) 221-3717","Profit","Yes","DAVITA","0","6","1","0","0","2011-03-15 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","6","","","","199","","16","","199","90","001","","257","","254","10","16","104","0","0","0","0","80","001","6","001","16","109","001","19","145","3","19","147","001","12","27","36","16","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","4.49","","0.81","","As Expected","001","Not Available","199","17","39","1.84",""
"362770","09","FMC - IRONTON","158 N 2ND STREET","","IRONTON","OH","45638","LAWRENCE","(740) 532-3099","Profit","Yes","FRESENIUS MEDICAL CARE","0","16","1","0","0","2011-07-13 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","8","001","0","001","36","2.42","4.67","1.34","001","Worse than Expected","44","100","001","88","001","","257","","254","39","56","463","0","0","0","0","67","001","5","001","57","506","001","56","517","6","60","542","001","12","27","24","26","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.96","0.97","0.65","0.14","As Expected","001","Better than Expected","001","52","92","1.11","0.42"
"362771","09","LORAIN COUNTY HOME DIALYSIS","824 EAST BROAD ST.","","ELYRIA","OH","44035","LORAIN","(440) 417-3356","Profit","Yes","DAVITA","0","4","1","1","1","2011-07-29 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","201","","201","0","","","","199","","1","","201","","201","","199","","254","0","0","0","1","10","0","0","","199","","199","1","1","199","1","2","","1","2","199","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","","","","","Not Available","199","Not Available","199","1","9","",""
"362772","09","DAVITA - STEUBENVILLE DIALYSIS","4000 JOHNSON ROAD","","STEUBENVILLE","OH","43952","JEFFERSON","(740) 264-8171","Profit","Yes","DAVITA","0","13","1","0","0","1980-01-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","9","001","0","001","33","1.47","3.57","0.66","001","As Expected","43","100","001","91","001","","257","","254","32","46","341","0","0","0","0","63","001","19","001","52","371","001","50","445","0","56","464","001","14","46","31","6","2","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.8","1.3","0.58","0.74","As Expected","001","As Expected","001","58","247","1","0.99"
"362773","09","COMMUNITY DIALYSIS CENTER","1233 MENTOR AVENUE","","PAINESVILLE","OH","44077","LAKE","(440) 357-9262","Profit","Yes","CENTERS FOR DIALYSIS CARE","0","15","1","0","0","2011-11-02 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","0","001","0","001","24","1.02","5.23","0.24","001","As Expected","25","100","001","95","001","","257","","254","23","41","265","0","0","0","0","59","001","18","001","47","305","001","56","420","2","56","457","001","7","23","27","27","16","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.51","1.54","0.62","0.05","As Expected","001","As Expected","001","34","50","1.21","0.43"
