"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"332631","02","FMS-FINGER LAKES","6385 VICTOR MANCHESTER ROAD","","VICTOR","NY","14564","ONTARIO","(585) 742-1370","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","2002-05-30 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","4","001","0","001","24","0.49","2.51","0.11","001","As Expected","35","100","001","86","001","","257","","254","25","52","305","0","0","0","0","78","001","11","001","53","327","001","40","317","2","41","328","001","10","28","26","23","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.84","1.49","0.43","0.8","As Expected","001","As Expected","001","43","276","0.87","1.1"
"332632","02","HORTENSE AND LOUIS RUBIN DIALYSIS CTR INC","21 CROSSING BOULEVARD","","CLIFTON PARK","NY","12065","SARATOGA","(518) 831-6700","Non-Profit","No","INDEPENDENT","1","20","1","1","1","2003-04-16 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","12","001","0","001","91","1.39","2.32","0.88","001","As Expected","146","84","001","84","001","","199","","254","81","117","883","10","63","0","0","67","001","16","001","152","1274","001","144","1117","3","150","1174","001","13","28","24","23","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.78","1.16","0.87","0.8","As Expected","001","As Expected","001","176","777","1.22","0.97"
"332633","02","DUTCHESS DIALYSIS CENTER","2585 SOUTH ROAD","","POUGHKEEPSIE","NY","12601","DUTCHESS","(845) 471-6300","Profit","Yes","RENAL RESEARCH INSTITUTE","1","24","1","1","0","2002-07-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","4","001","3","001","134","1.19","1.96","0.76","001","As Expected","180","99","001","89","001","82","001","","254","119","192","1397","36","297","0","0","47","001","10","001","212","1515","001","172","1349","7","183","1427","001","8","27","27","25","14","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.53","1.48","0.8","1.11","As Expected","001","Worse than Expected","001","230","1120","1.09","1.29"
"332634","02","WOODMERE DIALYSIS LLC","REHABILITATION AND HEALTH CARE CENTER","121 FRANKLIN PLACE","WOODMERE","NY","11598","NASSAU","(516) 791-5277","Profit","Yes","INDEPENDENT","1","7","1","0","0","2003-06-11 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","20","001","0","001","46","1.21","2.79","0.57","001","As Expected","51","100","001","88","001","","257","","254","42","114","497","0","0","0","0","49","001","23","001","143","601","201","0","0","","0","0","001","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.52","1.65","0.52","1.13","As Expected","001","Worse than Expected","001","74","350","0.87","1.37"
"332635","02","MIDWOOD CHAYIM ARUCHIM DIALYSIS SITE II","1408 OCEAN AVENUE","2ND FLOOR","BROOKLYN","NY","11230","KINGS","(718) 677-7600","Profit","Yes","INDEPENDENT","1","20","1","1","0","2003-06-24 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","90","001","0","001","59","2.02","3.46","1.24","001","Worse than Expected","85","89","001","87","001","","201","","254","76","108","745","0","0","0","0","69","001","8","001","118","809","201","0","0","","0","0","001","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.96","1.3","0.9","0.87","As Expected","001","As Expected","001","100","599","1.31","1.07"
"332636","02","ATLANTIC HEMODIALYSIS AT COBBLE HILL NURSING HOME","380 HENRY STREET","","BROOKLYN","NY","11201","KINGS","(718) 625-4385","Profit","Yes","NEW YORK DIALYSIS SERVICES","0","5","1","0","0","2002-11-05 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","10","001","0","001","30","0.93","3.37","0.29","001","As Expected","28","100","001","96","001","","257","","254","25","43","288","0","0","0","0","37","001","42","001","43","315","001","32","265","4","34","272","001","24","38","23","11","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.64","1.73","0.51","0.99","As Expected","001","As Expected","001","41","209","0.89","1.32"
"332637","02","DCI NARROWS KIDNEY CENTER","6520  FORT HAMILTON PARKWAY","","BROOKLYN","NY","11219","KINGS","(718) 836-8444","Non-Profit","No","DIALYSIS CLINIC, INC.","0","19","1","0","0","2003-08-27 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","5","001","0","001","84","0.84","1.67","0.45","001","As Expected","114","100","001","80","001","","257","","254","92","115","1049","0","0","0","0","77","001","7","001","123","1100","001","118","1009","2","129","1052","001","4","24","35","26","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.43","0.95","0.57","0.6","As Expected","001","Better than Expected","001","126","634","0.88","0.76"
"332638","02","ISLAND REHABILITATIVE SERVICES-CLOVE LAKES EXTENSION","25 FANNING STREET","","STATEN ISLAND","NY","10314","RICHMOND","(347) 671-8399","Profit","Yes","INDEPENDENT","0","4","1","0","0","2003-11-07 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","57","001","0","001","21","","","","199","","32","100","001","84","001","","257","","254","19","45","214","0","0","0","0","61","001","22","001","58","273","001","25","165","4","27","178","001","15","39","26","20","0","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.84","1.62","0.52","0.9","As Expected","001","As Expected","001","48","174","0.95","1.22"
"332639","02","IHS QUEENS DIALYSIS","71-12 PARK AVENUE","","FLUSHING","NY","11365","QUEENS","(718) 591-4010","Profit","Yes","INDEPENDENT","1","25","1","0","1","2003-12-22 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","10","001","0","001","99","1.11","1.96","0.67","001","As Expected","124","99","001","94","001","","257","","254","91","124","1056","0","0","0","0","69","001","11","001","132","1178","001","136","1059","0","145","1126","001","12","32","34","16","7","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.45","0.8","0.6","0.45","As Expected","001","Better than Expected","001","136","624","0.91","0.61"
"332640","02","BRONX RIVER NEPHRO CARE-JEWISH HOME & HOSP LIFE CARE SYS","100 WEST KINGSBRIDGE ROAD","","BRONX","NY","10468","BRONX","(718) 410-1374","Profit","Yes","INDEPENDENT","0","15","1","0","0","2004-02-02 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","24","001","0","001","62","0.94","1.93","0.5","001","As Expected","87","98","001","91","001","","257","","254","54","134","687","0","0","0","0","47","001","27","001","152","761","001","70","420","6","73","473","001","16","31","24","20","9","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.48","1.65","0.61","1.1","As Expected","001","Worse than Expected","001","109","401","0.93","1.35"
"332641","02","COLUMBIA-GREENE DIALYSIS (CATSKILL DIVISION)","159 JEFFERSON HEIGHTS","GREENE MEDICAL ARTS BLDG","CATSKILL","NY","12414","GREENE","(518) 943-1404","Profit","Yes","INDEPENDENT","0","25","1","1","0","2004-05-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","21","001","0","001","39","0.64","1.94","0.24","001","As Expected","53","93","001","94","001","","199","","254","41","63","467","8","48","0","0","67","001","15","001","73","538","001","51","405","1","53","426","001","6","25","24","28","17","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.78","1.48","0.66","0.9","As Expected","001","As Expected","001","68","344","1.06","1.16"
"332642","02","GRAND CONCOURSE DIALYSIS FACILITY","1780 GRAND CONCOURSE","","BRONX","NY","10457","BRONX","(718) 583-1800","Profit","Yes","INDEPENDENT","1","24","1","0","0","2004-06-28 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","37","001","0","001","90","0.9","1.69","0.51","001","As Expected","118","99","001","96","001","","257","","254","93","107","980","0","0","0","0","73","001","9","001","117","1101","001","167","1378","2","175","1433","001","16","27","26","23","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.14","1.48","1.08","1","Worse than Expected","001","As Expected","001","130","842","1.5","1.22"
"332644","02","GATEWAY DIALYSIS CENTER","1170 EAST 98TH STREET","","BROOKLYN","NY","11236","KINGS","(718) 223-2100","Profit","Yes","INDEPENDENT","1","20","1","0","1","2004-09-08 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","12","001","0","001","102","1.33","2.46","0.76","001","As Expected","122","100","001","93","001","","257","","254","96","144","1032","0","0","0","0","58","001","13","001","158","1121","001","133","998","10","136","1029","001","15","24","26","23","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.04","1.57","1.02","1.1","Worse than Expected","001","Worse than Expected","001","162","722","1.42","1.32"
"332645","02","KINGS HARBOR HEALTH SERVICES LLC","2020 EAST GUN HILL ROAD","","BRONX","NY","10469","BRONX","(718) 320-1335","Profit","Yes","INDEPENDENT","0","8","1","0","0","2004-09-24 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","16","001","0","001","38","1.13","2.45","0.56","001","As Expected","67","100","001","86","001","","257","","254","47","86","515","0","0","0","0","53","001","13","001","100","580","001","50","337","8","55","321","001","11","21","18","12","38","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.32","1.31","0.46","0.87","As Expected","001","As Expected","001","91","409","0.77","1.07"
"332646","02","CENTRAL BROOKLYN DIALYSIS CENTER LLC","818 STERLING PLACE","","BROOKLYN","NY","11216","KINGS","(718) 735-6660","Profit","Yes","INDEPENDENT","1","29","1","0","0","2005-01-28 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","8","001","6","001","131","0.99","1.68","0.61","001","As Expected","164","100","001","93","001","","257","","254","131","158","1445","0","0","0","0","61","001","15","001","161","1530","001","215","1527","4","221","1599","001","13","30","28","21","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.89","1.46","1","1.01","Worse than Expected","001","Worse than Expected","001","187","1032","1.35","1.22"
"332647","02","BROADWAY DIALYSIS CENTER AT ELMHURST HOSPITAL CENTER","79-01 BROADWAY D-7 WING","","FLUSHING","NY","11373","QUEENS","(718) 205-7772","Profit","Yes","INDEPENDENT","1","25","1","1","0","2005-07-05 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","13","001","7","001","55","0.26","1.16","0.07","001","As Expected","68","100","001","93","001","","199","","254","53","61","589","6","61","0","0","70","001","5","001","64","605","001","124","923","2","130","959","001","12","27","31","24","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.25","0.89","0.39","0.4","As Expected","001","Better than Expected","001","73","462","0.68","0.61"
"332648","02","NEWTOWN DIALYSIS CENTER, INC.","1160 TELLER AVENUE","","BRONX","NY","10456","BRONX","(718) 215-4355","Non-Profit","No","INDEPENDENT","0","12","1","0","0","2005-06-29 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","25","001","0","001","56","0.92","2.12","0.43","001","As Expected","60","100","001","81","001","","257","","254","56","71","570","0","0","0","0","44","001","39","001","76","605","201","0","0","","71","541","001","13","23","24","26","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.72","2.04","0.7","1.41","As Expected","001","Worse than Expected","001","69","464","1.08","1.71"
"332649","02","CLEVE HILL DIALYSIS CENTER","1461 KENSINGTON AVENUE","","BUFFALO","NY","14215","ERIE","(716) 831-8892","Non-Profit","No","DAVITA","0","24","1","1","1","2005-08-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","24","001","1","001","120","1.4","2.23","0.92","001","As Expected","159","96","001","90","001","82","001","","254","110","149","1154","19","157","0","0","57","001","14","001","160","1293","001","145","1148","1","153","1180","001","17","36","27","10","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.81","1.24","0.92","0.81","As Expected","001","As Expected","001","180","815","1.27","1.01"
"332650","02","CRD ASSOCIATES LLC  CLIFFSIDE NURSING HOME","119-19 GRAHAM COURT","ATT: DIALYSIS CENTER","FLUSHING","NY","11354","QUEENS","(718) 886-0700","Profit","Yes","INDEPENDENT","1","6","1","0","0","2005-12-21 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","28","001","0","001","29","0.6","2.18","0.19","001","As Expected","48","100","001","84","001","","257","","254","25","77","334","0","0","0","0","42","001","24","001","101","405","001","30","30","7","48","121","001","20","31","29","16","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.2","1.85","0.8","1.24","As Expected","001","Worse than Expected","001","69","344","1.3","1.52"
"332651","02","CELIA DILL DIALYSIS CENTER","667 STONELEIGH AVENUE","SUITE 123","CARMEL","NY","10512","PUTNAM","(845) 278-4150","Profit","Yes","DAVITA","0","16","1","0","0","2005-10-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","12","001","0","001","68","0.74","1.9","0.32","001","As Expected","74","100","001","91","001","","257","","254","69","94","765","0","0","0","0","65","001","9","001","104","844","001","70","553","2","78","591","001","9","34","39","14","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.34","1.05","0.48","0.64","As Expected","001","As Expected","001","93","398","0.79","0.83"
"332652","02","ASTORIA DIALYSIS CENTER","34-01 35TH AVENUE","","ASTORIA","NY","11106","QUEENS","(718) 707-9988","Profit","Yes","INDEPENDENT","0","24","1","0","1","2006-06-02 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","7","001","3","001","58","1.32","2.66","0.7","001","As Expected","80","100","001","96","001","","257","","254","60","76","646","0","0","0","0","68","001","5","001","80","698","001","88","624","5","93","670","001","6","27","28","27","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.09","1.25","0.93","0.73","As Expected","001","As Expected","001","91","469","1.37","0.96"
"332653","02","RENAL CARE OF NORTHERN NEW YORK, LLC","19328 WASHINGTON STREET","SUITE 11","WATERTOWN","NY","13601","JEFFERSON","(315) 779-2140","Profit","Yes","FRESENIUS MEDICAL CARE","0","24","1","1","1","2007-02-22 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","7","001","0","001","111","0.81","1.55","0.45","001","As Expected","140","97","001","84","001","77","001","","254","110","160","1335","21","193","0","0","60","001","14","001","171","1417","001","139","1066","6","146","1115","001","10","26","26","22","16","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.1","1.04","0.45","0.71","As Expected","001","As Expected","001","167","707","0.69","0.86"
"332654","02","VESTAL HEALTHCARE, LLC","116 NORTH JENSEN ROAD","","VESTAL","NY","13850","BROOME","(607) 798-1916","Profit","Yes","INDEPENDENT","0","24","1","0","0","2007-03-09 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","19","001","0","001","32","1.54","3.3","0.78","001","As Expected","56","100","001","87","001","76","001","","254","30","51","332","18","100","0","0","47","001","25","001","60","374","001","49","388","3","54","410","001","10","34","30","19","7","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.08","1.6","0.79","0.92","As Expected","001","As Expected","001","65","294","1.26","1.23"
"332655","02","SUFFOLK KIDNEY CENTER","30 CENTRAL AVENUE","","HAUPPAUGE","NY","11788","SUFFOLK","(631) 761-6605","Profit","Yes","FRESENIUS MEDICAL CARE","1","16","1","0","0","2007-08-03 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","4","001","0","001","53","0.73","2.09","0.28","001","As Expected","63","98","001","73","001","","257","","254","48","87","595","0","0","0","0","72","001","14","001","94","636","001","63","493","1","65","511","001","10","32","28","25","5","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.65","1.17","0.54","0.65","As Expected","001","As Expected","001","75","352","0.93","0.88"
"332656","02","EASTCHESTER ROAD DIALYSIS CENTER","LIBERTY R.C. INC.","1515 JARRETT PLACE","BRONX","NY","10461","BRONX","(718) 822-4940","Profit","Yes","DAVITA","0","12","1","1","0","2007-11-20 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","8","001","0","001","38","1.18","2.95","0.52","001","As Expected","54","100","001","93","001","","199","","254","41","55","447","6","30","0","0","67","001","3","001","58","466","001","73","516","3","76","538","001","6","31","47","11","5","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.9","1.47","0.66","0.8","As Expected","001","As Expected","001","65","359","1.1","1.1"
"332657","02","CARILLON DIALYSIS LLC","830 PARK AVENUE","","HUNTINGTON","NY","11743","SUFFOLK","(631) 630-0398","Profit","Yes","INDEPENDENT","0","8","1","0","0","2007-09-05 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","5","001","0","001","38","0.4","2.03","0.09","001","As Expected","33","100","001","93","001","","257","","254","38","61","427","0","0","0","0","73","001","12","001","70","473","001","38","280","1","40","296","001","18","41","25","16","1","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.51","1.14","0.41","0.64","As Expected","001","As Expected","001","52","228","0.77","0.87"
"332658","02","EAST END DIALYSIS MANAGEMENT LLC","762 HARRISON AVENUE","SOUTH BUILDING","RIVERHEAD","NY","11901","SUFFOLK","(631) 369-2005","Profit","Yes","INDEPENDENT","0","24","1","0","0","2007-11-16 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","0","001","3","001","65","0.67","1.92","0.26","001","As Expected","81","100","001","94","001","","257","","254","59","100","693","0","0","0","0","54","001","17","001","116","796","001","76","590","2","81","637","001","13","29","28","24","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.81","1.46","0.77","0.96","As Expected","001","As Expected","001","105","464","1.16","1.19"
"332659","02","FLUSHING MANOR DIALYSIS CENTER, LLC","36-17 PARSONS BLVD","","FLUSHING","NY","11354","QUEENS","(718) 888-5228","Profit","Yes","INDEPENDENT","0","6","1","0","0","2008-06-11 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","5","001","0","001","39","1.16","2.81","0.52","001","As Expected","44","100","001","92","001","","257","","254","36","50","390","0","0","0","0","65","001","20","001","52","417","001","43","333","5","44","344","001","18","39","25","13","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.55","1.78","0.48","1.06","As Expected","001","Worse than Expected","001","56","223","0.84","1.39"
"332660","02","LIVERPOOL DIALYSIS CENTER, LLC","1304 BUCKLEY ROAD","","SYRACUSE","NY","13212","ONONDAGA","(315) 671-9950","Profit","Yes","INDEPENDENT","0","12","1","0","0","2008-08-20 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","18","001","0","001","28","2.32","4.74","1.22","001","Worse than Expected","55","100","001","92","001","","257","","254","30","51","246","0","0","0","0","64","001","15","001","61","293","001","48","260","3","56","293","001","10","32","32","18","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.89","1.56","0.62","0.88","As Expected","001","As Expected","001","68","280","1.06","1.18"
"332661","02","MOUNT VERNON DIALYSIS,LLC","12 NORTH 7TH AVENUE","3RD FLOOR","MOUNT VERNON","NY","10550","WESTCHESTER","(914) 665-4343","Profit","Yes","INDEPENDENT","0","24","1","0","0","2008-10-08 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","7","001","0","001","84","0.87","1.68","0.48","001","As Expected","109","94","001","94","001","","257","","254","86","112","997","0","0","0","0","56","001","18","001","122","1063","201","0","0","","0","0","001","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.54","1.32","0.64","0.78","As Expected","001","As Expected","001","121","463","0.97","1.02"
"332662","02","BEDFORD PARK DIALYSIS CENTER","3119 WEBSTER AVENUE","","BRONX","NY","10467","BRONX","(718) 920-1530","Profit","Yes","DAVITA","0","21","1","1","0","2008-08-21 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","27","001","0","001","66","0.59","1.46","0.26","001","As Expected","108","100","001","96","001","","199","","254","70","87","759","9","70","0","0","64","001","7","001","90","792","001","132","1013","2","140","1066","001","10","30","37","14","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.11","1.39","0.93","0.83","As Expected","001","As Expected","001","125","595","1.37","1.08"
"332663","02","ISLAND REHABILITATIVE SERVICES - COMMACK","68 HAUPPAUGE ROAD","","COMMACK","NY","11725","SUFFOLK","(631) 715-2740","Profit","Yes","INDEPENDENT","0","12","1","0","0","2009-01-26 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","21","001","2","001","58","0.88","2.27","0.38","001","As Expected","65","98","001","73","001","","257","","254","51","89","621","0","0","0","0","67","001","11","001","106","696","001","63","346","1","67","493","001","17","32","26","19","5","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.69","1.55","0.66","0.97","As Expected","001","As Expected","001","90","335","1.04","1.23"
"332664","02","ST. JOSEPH'S - REGIONAL","973 JAMES STREET","","SYRACUSE","NY","13203","ONONDAGA","(315) 703-6700","Profit","Yes","INDEPENDENT","0","30","1","1","1","2009-07-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","26","001","0","001","114","1.31","2.06","0.87","001","As Expected","155","94","001","89","001","66","001","","254","101","148","1154","49","383","0","0","57","001","22","001","154","1219","201","0","0","","164","1283","001","10","26","26","25","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.5","1.11","0.72","0.72","As Expected","001","As Expected","001","179","825","1.02","0.9"
"332665","02","ST. JOSEPH'S DIALYSIS - SENECA","8302 PROVO DRIVE","","LIVERPOOL","NY","13090","ONONDAGA","(315) 652-8474","Profit","Yes","INDEPENDENT","0","10","1","0","0","2009-07-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","23","001","0","001","39","1.12","2.71","0.5","001","As Expected","49","98","001","89","001","","257","","254","44","70","542","0","0","0","0","77","001","8","001","72","572","201","0","0","","49","397","001","8","29","29","19","14","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.47","1.19","0.41","0.56","As Expected","001","As Expected","001","60","249","0.76","0.83"
"332666","02","ST. JOSEPH'S - CAMILLUS","5101 WEST GENESEE STREET","","CAMILLUS","NY","13031","ONONDAGA","(315) 488-2979","Profit","Yes","INDEPENDENT","0","11","1","0","0","2009-07-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","13","001","0","001","31","0.63","2.28","0.2","001","As Expected","40","100","001","94","001","","257","","254","38","57","439","0","0","0","0","69","001","4","001","59","471","201","0","0","","40","326","001","16","26","29","21","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.02","1.52","0.64","0.74","As Expected","001","As Expected","001","48","203","1.12","1.08"
"332667","02","ST. JOSEPH'S - NORTHEAST","4105 MEDICAL CENTER DRIVE","","FAYETTEVILLE","NY","13066","ONONDAGA","(315) 329-7200","Profit","Yes","INDEPENDENT","0","12","1","0","0","2009-07-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","26","001","0","001","35","1.19","3.05","0.51","001","As Expected","44","100","001","93","001","","257","","254","37","61","458","0","0","0","0","74","001","9","001","72","497","201","0","0","","43","327","001","15","31","28","21","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.03","1.13","0.71","0.53","As Expected","001","As Expected","001","54","228","1.17","0.79"
"332668","02","ST. JOSEPH'S - CORTLAND","3993 WEST ROAD","","CORTLAND","NY","13045","CORTLAND","(607) 662-0140","Profit","Yes","INDEPENDENT","0","10","1","0","0","2009-07-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","23","001","0","001","30","1.15","3.16","0.46","001","As Expected","38","100","001","96","001","","257","","254","29","46","349","0","0","0","0","54","001","13","001","48","382","201","0","0","","40","319","001","16","36","28","13","7","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.8","1.55","0.5","0.78","As Expected","001","As Expected","001","49","203","0.92","1.12"
"332669","02","YONKERS EAST DIALYSIS CENTER","5 ODELL PLAZA","SUITE 131","YONKERS","NY","10701","WESTCHESTER","(914) 376-0296","Profit","Yes","DAVITA","0","21","1","1","0","2009-06-17 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","6","001","1","001","67","0.39","1.41","0.12","001","As Expected","73","100","001","92","001","","257","","254","66","90","739","0","0","0","0","69","001","6","001","100","833","001","98","756","0","106","807","001","10","34","44","8","3","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.82","1.02","0.78","0.5","As Expected","001","As Expected","001","97","300","1.17","0.73"
