provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hctrd_f	hctg33_f	HCTG33_C	hctg33_u	hctg33_s	DATEURHT	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
262570	12	DIALYSIS CLINICS, INC - BOONVILLE	16895 RANKIN MILL RD.		BOONVILLE	MO	65233	6608822466	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	06JAN1999	12	Y	N	N	23	74	001	92	91	25	92	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	COOPER
262572	12	SHREWSBURY DIALYSIS	7435 WATSON RD #119		SAINT LOUIS	MO	63119	3149618180	N	Y	DAVITA	1	29MAR1999	12	Y	Y	N	49	98	001	92	91	55	91	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262573	12	DIALYSIS CLINICS, INC - MOBERLY	1511 UNION AVE.		MOBERLY	MO	65270	6602631611	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	13APR1999	12	Y	N	N	29	97	001	92	91	28	96	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	RANDOLPH
262574	12	SOUTH COUNTY DIALYSIS CENTER	4145 UNION ROAD		SAINT LOUIS	MO	63129	3148941851	N	Y	DAVITA	1	01MAY1999	12	Y	Y	N	38	97	001	92	91	47	91	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262575	12	DIALYSIS CLINICS, INC - JEFFERSON CITY EAST	1916 BOGGS CREEK ROAD		JEFFERSON CITY	MO	65101	5736322633	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	20AUG1999	12	Y	N	N	23	91	001	92	91	22	82	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	COLE
262576	12	ST. JOSEPH DIALYSIS	5514 CORPORATE DR SUITE 100		SAINT JOSEPH	MO	64507	8166711948	N	Y	DAVITA	1	01SEP1999	24	Y	Y	N	63	92	001	92	91	78	94	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	BUCHANAN
262577	12	DIALYSIS CLINICS, INC - BELTON	17045 S 71 HWY		BELTON	MO	64012	8163224034	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	20JUL1999	12	Y	N	N	29	97	001	92	91	34	88	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	CASS
262578	12	CAMERON DIALYSIS	1003 W 4TH		CAMERON	MO	64429	8166326056	N	Y	DAVITA	1	01SEP1999	10	Y	N	N	16	100	001	92	91	22	91	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	CLINTON
262579	12	RENEX DIALYSIS CENTER OF SAINT LOUIS	4030 CHOUTEAU AVENUE	1ST FLOOR	SAINT LOUIS	MO	63110	3145352915	N	Y	RENAL CARE GROUP INC.	1	01NOV1999	15	Y	Y	N	27	85	001	92	91	27	85	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262580	12	CHILLICOTHE DIALYSIS	507  PARK LANE		CHILLICOTHE	MO	64601	6607071092	N	Y	DAVITA	1	26APR2000	9	Y	Y	N	25	92	001	92	91	32	94	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	LIVINGSTON
262581	12	NRI - MARSHALL	359 WEST MORGAN		MARSHALL	MO	65340	6608869080	N	Y	RENAL CARE GROUP INC.	1	22MAY2000	8	Y	N	N	18	94	001	92	91	20	100	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SALINE
262582	12	MARYVILLE DIALYSIS	2613 SOUTH MAIN STREET		MARYVILLE	MO	64468	6605828329	Y	Y	DAVITA	1	16JUN2000	6	Y	N	N			199	92	91			199	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	NODAWAY
262583	12	SAINT LOUIS WEST DIALYSIS	400 NORTH LINDBERG BOULEVARD		SAINT LOUIS	MO	63141	3149890886	Y	Y	DAVITA	1	26JUN2000	21	Y	N	N	57	96	001	92	91	65	95	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262584	12	RENAL CARE GROUP - MOUNTAIN GROVE	1200 N MAIN  SUITE #2		MOUNTAIN GROVE	MO	65711	4179260077	N	Y	RENAL CARE GROUP INC.	1	16AUG2000	12	Y	Y	N	31	100	001	92	91	34	85	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	WRIGHT
262585	12	SAINT LOUIS WEST PD DIALYSIS	400 NORTH LINDBERG BLVD		SAINT LOUIS	MO	63141	3149949311	N	Y	DAVITA	1	26JUN2000	0	N	Y	Y			256	92	91	26	77	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262587	12	RENAL CARE GROUP - LEBANON	331 HOSPITAL DRIVE  SUITE F		LEBANON	MO	65536	4175320335	N	Y	RENAL CARE GROUP INC.	1	30NOV2000	16	Y	N	Y	43	100	001	92	91	45	98	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	LACLEDE
262588	12	NRI - BUTLER	601 W NURSERY		BUTLER	MO	64730	6606796513	N	Y	RENAL CARE GROUP INC.	1	13DEC2000	10	Y	N	N	25	96	001	92	91	24	96	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	BATES
262589	12	HAZELWOOD DIALYIS	637 DUNN ROAD #125		HAZELWOOD	MO	63042	3148954419	N	Y	DAVITA	1	17AUG2001	12	Y	N	N	29	97	001	92	91	29	100	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262590	12	FMC -LETHOLT DIALYSIS CENTER	906 WOLLARD BLVD		RICHMOND	MO	64085	8164702000	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	09NOV2001	8	Y	N	N	11	100	001	92	91	14	100	001	92	91	2005	3	001	100	4013	174	2	99	2	2002-2005	RAY
262591	12	CRESTWOOD DIALYSIS	9901 WATSON ROAD STE 125		SAINT LOUIS	MO	63126	3149655545	N	Y	DAVITA	1	18MAR2002	12	Y	Y	Y	19	95	001	92	91	29	86	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262592	12	DIALYSIS CLINIC, INC - CLINTON	1669 N 2ND ST		CLINTON	MO	64735	6608900889	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	19OCT2001	12	Y	N	N	21	90	001	92	91	24	79	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	HENRY
262593	12	ST LOUIS RENAL CARE - FOREST PARK	1400 STRASSNER		SAINT LOUIS	MO	63144	3147851060	N	Y	RENAL CARE GROUP INC.	1	01APR2002	20	Y	Y	Y	78	90	001	92	91	78	88	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262594	12	ST LOUIS RENAL CARE - DES PERES	2325 DOUGHERTY FERRY RD - SUITE 103		SAINT LOUIS	MO	63121	3148228963	N	Y	RENAL CARE GROUP INC.	1	01APR2002	12	Y	Y	Y	28	89	001	92	91	40	88	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262595	12	FMC DIALYSIS SERVICES OF RAYTOWN	11503 E 63RD ST		RAYTOWN	MO	64133	8163533080	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	20MAY2002	12	Y	N	N	17	94	001	92	91	19	89	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	JACKSON
262596	12	PLATTE WOODS DIALYSIS	7667 NW PRAIRIE VIEW RD		KANSAS CITY	MO	64151	8167465542	N	Y	DAVITA	1	01OCT2002	14	Y	N	N	19	79	001	92	91	21	100	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	PLATTE
262597	12	ST LOUIS RENAL CARE - MIDTOWN	5535 DELMAR BLVD		SAINT LOUIS	MO	63112	3143612273	N	Y	RENAL CARE GROUP INC.	1	15DEC2002	16	Y	Y	N	45	93	001	92	91	45	91	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS CITY
262598	12	ST LOUIS RENAL CARE - PRINCE HALL	4411 N NEWSTEAD		SAINT LOUIS	MO	63115	3148796466	N	Y	RENAL CARE GROUP INC.	1	15DEC2002	8	Y	N	N	24	96	001	92	91	26	96	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS CITY
262599	12	ST PETERS DIALYSIS	300 1ST EXECUTIVE AVE #A		SAINT PETERS	MO	63376	6364416070	N	Y	DAVITA	1	12FEB2003	12	Y	N	N	26	100	001	92	91	29	100	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT CHARLES
262600	12	FMC DIALYSIS SERVICES OF LINCOLN COUNTY	9 LINCOLN CENTER,  HWY 47	STE A	TROY	MO	63379	6364624910	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	14FEB2003	17	Y	Y	Y	13	100	001	92	91	15	93	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	LINCOLN
262603	12	METRO ST LOUIS DIALYSIS CENTER, LLC	10160 W FLORISSANT		SAINT LOUIS	MO	63136	3148694978	N	N	INDEPENDENT	1	30JUL2003	16	Y	Y	N	53	85	001	92	91	51	92	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262604	12	PERRY COUNTY DIALYSIS CENTERS	12 N KINGSHIGHWAY	#100	PERRYVILLE	MO	63775	5735472900	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	18JUN2003	14	Y	Y	N	22	100	001	92	91	25	100	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	PERRY
262605	12	BRANSON DIALYSIS, LLC	101 SKAGGS RD #301		BRANSON	MO	65616	4173355797	Y	N	INDEPENDENT	1	20DEC2003	12	Y	Y	Y	19	95	001	92	91	29	86	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	TANEY
262606	12	RTC-LAMPLIGHTER DIALYSIS	12654 LAMPLIGHTER SQUARE		SAINT LOUIS	MO	63128	3147297979	N	Y	DAVITA	1	19DEC2003	16	Y	N	Y	45	89	001	92	91	61	97	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262607	12	RTC - HAMPTON AVENUE DIALYSIS	1425 HAMPTON AVENUE		SAINT LOUIS	MO	63139	3147814022	N	Y	DAVITA	1	17MAR2004	12	Y	N	N	20	95	001	92	91	24	96	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS CITY
262610	12	RENAL CARE GROUP - NIXA	121 N MASSEY		NIXA	MO	65714	4177241177	N	Y	RENAL CARE GROUP INC.	1	07SEP2005	12	Y	N	N	12	100	001	92	91			199	92	91	2005		199	100	4013	174	2	99	2	2002-2005	CHRISTIAN
262611	12	RTC COLUMBIA DIALYSIS	1701 E BRADWAY	SUITE G-102	COLUMBIA	MO	65201	5734420573	N	Y	DAVITA	1	08SEP2005	12	Y	Y	N			199	92	91			201	92	91	2005		199	100	4013	174	2	99	2	2002-2005	BOONE
262612	12	FARMINGTON DIALYSIS CLINIC	1370 W LIBERTY ST		FARMINGTON	MO	63640	5737601030	N	Y	NATIONAL RENAL ALLIANCE	1	13JUN2006	21	Y	Y	Y			258	92	91			258	92	91	2005		258	100	4013	174	2	99	2	2002-2005	SAINT FRANCOIS
262613	12	WASHINGTON COUNTY DIALYSIS CLINIC	828 E HIGH ST	STE 2	POTOSI	MO	63664	5734368085	N	Y	NATIONAL RENAL ALLIANCE	1	21JUN2006	14	Y	Y	Y			258	92	91			258	92	91	2005		258	100	4013	174	2	99	2	2002-2005	WASHINGTON
262614	12	FOREST PARK DIALYSIS CLINIC	2635 HAMPTON AVE		SAINT LOUIS	MO	63139	3146461717	N	Y	NATIONAL RENAL ALLIANCE	1	14JUL2006	25	Y	Y	Y			258	92	91			258	92	91	2005		258	100	4013	174	2	99	2	2002-2005	SAINT LOUIS CITY
262615	12	SOUTH TOWNE SQUARE DIALYSIS CLINIC	11107 SOUTH TOWNE SQUARE		SAINT LOUIS	MO	63123	3148943400	N	Y	NATIONAL RENAL ALLIANCE	1	14JUL2006	18	Y	Y	Y			258	92	91			258	92	91	2005		258	100	4013	174	2	99	2	2002-2005	SAINT LOUIS
262616	12	FRESENIUS MEDICAL SERVICES O'FALLON	4663 HIGHWAY K		OFALLON	MO	63368	6363004036	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	28AUG2006	12	Y	N	N			258	92	91			258	92	91	2005		258	100	4013	174	2	99	2	2002-2005	SAINT CHARLES
262617	12	DSI - LEE'S SUMMIT RENAL CENTER	100 NE MISSOURI RD	STE 100	LEES SUMMIT	MO	64086	8165243312	N	N	INDEPENDENT	1	03NOV2006	12	Y	N	N			258	92	91			258	92	91	2005		258	100	4013	174	2	99	2	2002-2005	JACKSON
262618	12	RENAL CARE GROUP OF SOUTHEAST MISSOURI	1723 BROADWAY STE # 105		CAPE GIRARDEAU	MO	63701	5733347861	N	Y	RENAL CARE GROUP INC.	1	19DEC2006	21	Y	Y	Y			258	92	91			258	92	91	2005		258	100	4013	174	2	99	2	2002-2005	CAPE GIRARDEAU
263300	12	CARDINAL GLENNON CHILDRENS HOSPITAL DIALYSIS	1465 S GRAND BLVD	RENAL DIALYSIS UNIT 2 NORTH	SAINT LOUIS	MO	63104	3142686423	N	N	INDEPENDENT	2	01MAR1985	4	Y	Y	N			199	92	91			199	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS CITY
263301	12	SAINT LOUIS CHILDRENS HOSPITAL DIALYSIS	ONE CHILDRENS PLACE	2N80	SAINT LOUIS	MO	63110	3144546065	N	N	INDEPENDENT	2	01MAR1975	6	Y	Y	N			199	92	91			199	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	SAINT LOUIS CITY
263302	12	CHILDRENS MERCY HOSPITAL DIALYSIS	2401 GILLHAM RD		KANSAS CITY	MO	64108	8162343100	N	N	INDEPENDENT	2	01JUL1985	10	Y	Y	Y			199	92	91			199	92	91	2005	1	001	100	4013	174	2	99	2	2002-2005	JACKSON
263503	12	BLESSING HOSPITAL ESRD CENTER	3140 ROUTE W		HANNIBAL	MO	63401	5734060166	N	N	INDEPENDENT	2	02JAN1997	15	Y	N	Y	16	88	001	92	91	25	92	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	MARION
263506	12	OZARKS DIALYSIS SERVICES - PRIMROSE	1001 E. PRIMROSE		SPRINGFIELD	MO	65807	4178753307	N	N	INDEPENDENT	1	01SEP1997	0	N	Y	Y			201	92	91			199	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	GREENE
263508	12	OZARKS DIALYSIS SERVICES - SOUTH	3525 S NATIONAL	STE 102	SPRINGFIELD	MO	65807	4172697082	N	N	INDEPENDENT	1	01SEP1997	28	Y	N	N	52	94	001	92	91	53	85	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	GREENE
263510	12	OZARKS DIALYSIS SERVICES - MONETT	825 HIGHWAY 60	STE B	MONETT	MO	65708	4173541110	N	N	INDEPENDENT	1	17APR1998	9	Y	N	N	23	96	001	92	91	26	96	001	92	91	2005	2	001	100	4013	174	2	99	2	2002-2005	BARRY
270003	16	ST PETERS HOSPITAL DIALYSIS UNIT	2475 BROADWAY		HELENA	MT	59601	4064442280	N	N	INDEPENDENT	2	14JUL1977	13	Y	Y	N	26	100	001	92	94	38	84	001	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	LEWIS AND CLARK
270004	16	BILLINGS CLINIC DIALYSIS CENTER	2800 10TH AVE N		BILLINGS	MT	59107	4066574100	N	Y	REGIONAL-DEACONESS BILLINGS CLINIC	2	14JUL1977	13	Y	Y	N	50	92	001	92	94	35	83	001	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	YELLOWSTONE
270013	16	BENEFIS DIALYSIS CENTER	2800 11TH AVE S SUITE 22	DOCTORS PLAZA	GREAT FALLS	MT	59405	4064553960	N	N	INDEPENDENT	2	14JUL1977	20	Y	Y	Y	57	96	001	92	94	68	96	001	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	CASCADE
270014	16	ST PATRICK HOSPITAL MISSOULA DIALYSIS CENTER	615 W ALDER ST		MISSOULA	MT	59802	4063271750	Y	Y	REGIONAL-ST. PATRICK HOSPITAL	2	14JUL1977	24	Y	Y	N	75	99	001	92	94	71	92	001	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	MISSOULA
270032	16	NORTHERN MONTANA HOSPITAL DIALYSIS UNIT	30 W 13TH ST		HAVRE	MT	59501	4062621470	N	N	INDEPENDENT	2	30NOV1995	6	Y	N	N	20	90	001	92	94	21	90	001	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	HILL
272500	16	FT PECK TRIBAL DIALYSIS UNIT	107 "H" ST E		POPLAR	MT	59255	4067685468	N	N	INDEPENDENT	2	18MAR1988	10	Y	N	N	22	91	001	92	94	24	92	001	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	ROOSEVELT
272502	16	DCI  BILLINGS	2411 VILLAGE LANE		BILLINGS	MT	59102	4062529270	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	29NOV1995	19	Y	Y	Y	67	91	001	92	94	68	97	001	92	92	2005	1	001	100	4013	174	1	12	0	2002-2005	YELLOWSTONE
272503	16	BOZEMAN DIALYSIS CENTER	931 HIGHLAND BLVD SUITE 3105		BOZEMAN	MT	59715	4065855090	N	Y	REGIONAL-DEACONESS BILLINGS CLINIC	2	25MAR1998	6	Y	N	N	21	95	001	92	94			199	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	GALLATIN
272504	16	DCI BLACKFEET	HOSPITAL CIRCLE		BROWNING	MT	59417	4063387472	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	28JUL1998	8	Y	N	N	22	91	001	92	94	24	100	001	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	GLACIER
272505	16	DCI LIBBY	308 LOUISIANA AVE SUITE 2		LIBBY	MT	59923	4062939913	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	01DEC1999	4	Y	N	N			199	92	94			199	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	LINCOLN
272506	16	DCI KALISPELL	135 COMMONS WAY		KALISPELL	MT	59901	4067565565	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	01DEC1999	16	Y	Y	Y	34	85	001	92	94	36	92	001	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	FLATHEAD
273501	16	ST PATRICK BUTTE DIALYSIS CENTER	ST JAMES COMMUNITY HOSPITAL	400 S CLARK ST	BUTTE	MT	59701	4067232505	Y	Y	REGIONAL-ST. PATRICK HOSPITAL	2	04JAN1990	6	Y	N	N	27	100	001	92	94	24	96	001	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	SILVER BOW
273504	16	ABSALOKA HEALTH CENTER	HWY 212 & I-90		CROW AGENCY	MT	59022	4066382149	N	Y	REGIONAL-DEACONESS BILLINGS CLINIC	2	26AUG1996	10	Y	N	N	15	100	001	92	94			199	92	92	2005	2	001	100	4013	174	1	12	0	2002-2005	BIG HORN
280039	12	YORK GENERAL DIALYSIS SERVICES	2319 N LICNOLN AVENUE		YORK	NE	68467	4023636631	N	N	INDEPENDENT	1	03MAR2004	6	Y	N	N	15	87	001	92	90	21	86	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	YORK
280118	12	BOX BUTTE DIALYSIS UNIT	BOX BUTTE GENERAL HOSPITAL	2101 BOX BUTTE AVE	ALLIANCE	NE	69301	3087626660	N	N	INDEPENDENT	2	28DEC2000	6	Y	N	N	13	100	001	92	90	16	100	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	BOX BUTTE
280125	12	NORTHEAST NEBRASKA DIALYSIS CENTER	1603 PROSPECT AVE		NORFOLK	NE	68701	4026447592	N	N	INDEPENDENT	2	10OCT1996	12	Y	Y	N	27	70	001	92	90	33	61	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	MADISON
281329	12	AVERA ST ANTHONYS HOSPITAL ESRD	223 ADAMS ST		ONEILL	NE	68763	4023362611	N	N	INDEPENDENT	2	06AUG2002	5	Y	N	N			201	92	90			201	92	92	2005		199	100	4013	174	1	29	0	2002-2005	HOLT
281341	12	CHADRON COMMUNITY HOSPITAL DIALYSIS	821 MOREHEAD ST		CHADRON	NE	69337	3084325586	N	N	INDEPENDENT	2	04APR2001	4	Y	N	N			199	92	90			199	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DAWES
281344	12	CHERRY COUNTY HOSPITAL DIALYSIS UNIT	510 N GREEN ST		VALENTINE	NE	69201	4023762525	N	N	INDEPENDENT	2	19AUG2002	4	Y	N	N			199	92	90			199	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	CHERRY
282500	12	DIALYSIS CENTER OF LINCOLN	7910 O ST.		LINCOLN	NE	68510	4024895339	Y	N	INDEPENDENT	2	14OCT1987	22	Y	Y	Y	90	80	001	92	90	110	88	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	LANCASTER
282501	12	HASTINGS DIALYSIS CENTER	1900 N ST JOSEPH AVE		HASTINGS	NE	68901	4024634893	N	Y	DAVITA	1	02MAY1989	12	Y	Y	Y	33	100	001	92	90	47	98	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	ADAMS
282502	12	RENAL TREATMENT CENTERS - SCOTTSBLUFF	3812 AVE B		SCOTTSBLUFF	NE	69361	3086300811	N	Y	DAVITA	1	01JUN1977	16	Y	N	N	40	100	001	92	90	41	95	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	SCOTTS BLUFF
282503	12	CAPITAL CITY DIALYSIS	307 N 46TH ST		LINCOLN	NE	68503	4024665123	Y	Y	DAVITA	1	21JAN1993	12	Y	Y	Y	43	98	001	92	90	48	96	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	LANCASTER
282504	12	DIALYSIS CLINICS, INC - OMAHA	3316 DODGE ST.		OMAHA	NE	68131	4023420190	Y	Y	DIALYSIS CLINIC, INC. (DCI)	2	01MAR1993	34	Y	Y	N	97	82	001	92	90	103	88	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DOUGLAS
282506	12	OMAHA WEST DIALYSIS	13014 W. DODGE RD.		OMAHA	NE	68154	4024458950	N	Y	DAVITA	1	17MAY1996	21	Y	Y	N	35	100	001	92	90	40	95	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DOUGLAS
282507	12	DIALYSIS CLINICS, INC - WEST OMAHA	3015 N. 118TH CIRCLE		OMAHA	NE	68164	4024939331	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	21JUN1996	24	Y	N	N	29	66	001	92	90	33	88	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DOUGLAS
282508	12	RAI CARE CENTER - FREMONT	2340 N. CLARKSON		FREMONT	NE	68025	4027539453	N	Y	RENAL ADVANTAGE, INC.	1	26NOV1996	6	Y	N	N	16	100	001	92	90	17	94	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DODGE
282509	12	DIALYSIS CENTER OF COLUMBUS	2452 39TH AVE		COLUMBUS	NE	68601	4025632139	Y	N	INDEPENDENT	2	14AUG1997	12	Y	Y	Y	29	93	001	92	90	31	90	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	PLATTE
282510	12	DIALYSIS CENTER OF BEATRICE	1110 N. 10TH ST.		BEATRICE	NE	68310	4022284722	Y	N	INDEPENDENT	2	30NOV1998	12	Y	N	N	42	95	001	92	90	40	90	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	GAGE
282511	12	OMAHA SOUTH DIALYSIS	3427 L ST., #16		OMAHA	NE	68107	4027335777	N	Y	DAVITA	1	28DEC1998	16	Y	N	N	32	88	001	92	90	33	94	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DOUGLAS
282512	12	FREMONT DIALYSIS	2125 E 23RD AVE.		FREMONT	NE	68025	4027217005	N	Y	DAVITA	1	03MAR1999	8	Y	N	N	19	79	001	92	90	20	100	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DODGE
282513	12	DIALYSIS CENTER OF LINCOLN NORTHWEST	4911 NORTH 26TH STREET	STE 106	LINCOLN	NE	68521	4024387330	Y	N	INDEPENDENT	2	25FEB2000	12	Y	N	Y	42	86	001	92	90	46	96	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	LANCASTER
282514	12	OMAHA NORTH DIALYSIS	6572 AMES AVENUE		OMAHA	NE	68104	4024530477	N	Y	DAVITA	1	08JUL2000	20	Y	N	N	23	91	001	92	90	27	100	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DOUGLAS
282515	12	OVERLAND TRAILS RENAL CARE GROUP, LLC	10 E 31 ST	2ND FLOOR SOUTH	KEARNEY	NE	68847	3082335011	N	Y	RENAL CARE GROUP INC.	1	11SEP2000	17	Y	Y	Y	37	100	001	92	90	52	90	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	BUFFALO
282516	12	OMAHA CENTRAL DIALYSIS	144 S 40TH STREET		OMAHA	NE	68131	4025580818	N	Y	DAVITA	1	05FEB2001	16	Y	Y	N	22	91	001	92	90	32	97	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DOUGLAS
282517	12	MCCOOK DIALYSIS CENTER	801 WEST C ST		MCCOOK	NE	69001	3083451916	N	Y	DAVITA	1	25JUL2002	8	Y	N	N	19	100	001	92	90	18	89	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	RED WILLOW
282518	12	PAPILLION DIALYSIS	1502 S WASHINGTON ST #100		PAPILLION	NE	68046	4029911154	N	Y	DAVITA	1	08JAN2003	12	Y	N	N	15	93	001	92	90	19	100	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	SARPY
282519	12	RENAL CARE GROUP - NORTH PLATTE	785 EAST FRANCIS		NORTH PLATTE	NE	69101	3086960941	N	Y	RENAL CARE GROUP INC.	1	30SEP2003	17	Y	Y	Y	22	95	001	92	90	32	97	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	LINCOLN
282520	12	RAI CARE CENTER	4411 CENTER STE A		OMAHA	NE	68105	4025583284	N	Y	RENAL ADVANTAGE, INC.	1	01NOV2003	22	Y	Y	Y	56	86	001	92	90	69	91	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DOUGLAS
282521	12	RAI CARE CENTER - AMES AVE	5084 AMES AVE		OMAHA	NE	68104	4024517754	N	Y	RENAL ADVANTAGE, INC.	1	01NOV2003	17	Y	N	N	55	98	001	92	90	54	93	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	DOUGLAS
282522	12	GRAND ISLAND DIALYSIS	603 S WEBB ROAD		GRAND ISLAND	NE	68803	3083856278	N	Y	DAVITA	1	01NOV2003	12	Y	N	N	20	100	001	92	90	20	100	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	HALL
282523	12	KIDNEY DIALYSIS CENTER OF GRAND ISLAND, LLC	3516 RICHMOND CIRCLE		GRAND ISLAND	NE	68803	3083849600	N	Y	RENAL CARE GROUP INC.	1	02JUL2004	19	Y	Y	Y	26	100	001	92	90	31	90	001	92	92	2005	2	001	100	4013	174	1	29	0	2002-2005	HALL
282524	12	DIALYSIS CLINIC, INC	4112 TWIN CREEK DR		BELLEVUE	NE	68123	4029349560	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	16JUL2004	12	Y	N	N	24	88	001	92	90	27	96	001	92	92	2005	1	001	100	4013	174	1	29	0	2002-2005	SARPY
